,Rk,Player,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
148,142,Bones Hyland,DEN,9,0,20.8,4.4,11.4,.388,2.9,5.8,.500,2.2,2.9,.769,0.1,1.6,1.7,3.7,0.7,0.3,2.0,1.9,14.0,8.8
149,143,Kenyon Martin Jr.,HOU,13,3,25.5,4.2,8.2,.514,1.2,3.6,.340,1.5,2.3,.667,1.3,3.7,5.0,1.6,0.5,0.6,1.2,2.2,11.2,8.8
150,144,Royce O'Neale,BRK,14,14,36.3,3.6,9.6,.373,2.4,5.8,.420,0.7,1.0,.714,1.1,3.5,4.6,4.1,1.4,0.6,1.2,3.4,10.3,8.8
151,145,Isaiah Hartenstein,NYK,13,3,25.0,3.4,6.1,.557,0.2,1.1,.214,0.8,1.1,.786,3.7,4.6,8.3,0.9,0.7,1.2,1.2,2.8,7.8,8.7
152,146,Jaden McDaniels,MIN,14,14,29.6,4.4,7.8,.560,0.9,2.6,.361,1.6,2.1,.759,1.4,1.9,3.4,1.1,1.2,1.2,1.5,3.8,11.2,8.7
153,147,Monte Morris,WAS,14,14,27.6,3.4,8.1,.416,0.9,2.8,.333,1.1,1.5,.714,0.5,3.4,3.9,5.1,0.7,0.3,0.9,1.1,8.7,8.7
154,148,Santi Aldama,MEM,14,14,27.7,3.8,8.1,.465,1.2,3.6,.333,1.0,1.6,.636,1.9,4.4,6.2,0.9,0.9,1.2,0.7,2.8,9.8,8.6
155,149,Cameron Payne,PHO,10,2,21.0,4.6,10.3,.447,1.9,4.6,.413,1.0,1.2,.833,0.3,2.2,2.5,3.7,1.0,0.1,2.0,1.5,12.1,8.6
156,150,P.J. Washington,CHO,14,14,31.2,5.5,13.0,.423,1.7,5.1,.333,1.9,2.4,.765,1.1,3.3,4.4,1.5,0.6,1.1,1.9,2.9,14.6,8.6
157,151,LaMelo Ball,CHO,1,1,28.2,6.0,17.0,.353,1.0,9.0,.111,2.0,2.0,1.000,0.0,6.0,6.0,6.0,1.0,0.0,2.0,5.0,15.0,8.5
158,152,Jordan Goodwin,WAS,8,0,18.9,2.8,5.0,.550,1.0,1.9,.533,0.4,0.5,.750,1.3,3.0,4.3,3.1,0.8,0.9,0.6,1.6,6.9,8.5
159,153,Delon Wright,WAS,4,0,22.7,2.5,6.0,.417,0.8,3.0,.250,0.8,1.3,.600,1.0,1.5,2.5,3.3,2.8,1.0,1.0,1.3,6.5,8.5
160,154,Grayson Allen,MIL,11,10,26.9,3.2,7.5,.422,2.1,4.9,.426,2.4,2.5,.929,0.7,2.1,2.8,2.7,0.8,0.3,1.7,1.7,10.8,8.4
161,155,Andre Drummond,CHI,8,0,16.8,3.6,6.6,.547,0.0,0.3,.000,1.4,1.9,.733,3.3,6.4,9.6,0.9,0.9,0.4,1.8,2.6,8.6,8.4
162,156,Tyus Jones,MEM,14,2,23.3,4.5,10.0,.450,1.4,3.9,.345,0.6,0.9,.615,0.3,1.4,1.7,3.9,0.7,0.1,1.1,0.5,10.9,8.4
163,157,Kevon Looney,GSW,13,13,24.5,2.9,4.7,.623,0.0,0.0,,0.7,1.1,.643,2.4,4.7,7.1,3.2,0.3,0.5,0.5,3.3,6.5,8.4
164,158,De'Anthony Melton,PHI,12,5,24.4,3.5,8.1,.433,1.3,4.0,.333,0.4,0.6,.714,1.2,3.1,4.3,2.7,1.6,0.5,0.9,1.6,8.8,8.4
165,159,Keegan Murray,SAC,11,9,32.0,4.8,10.5,.457,2.5,6.4,.386,0.6,0.8,.778,0.7,3.0,3.7,1.2,1.1,0.8,1.7,2.5,12.7,8.4
166,160,Onyeka Okongwu,ATL,12,0,20.0,3.8,5.6,.672,0.0,0.1,.000,0.8,1.3,.667,1.9,3.8,5.7,1.0,0.6,0.8,0.7,3.2,8.3,8.2
168,161,Dillon Brooks,MEM,11,11,29.2,6.0,14.8,.405,2.2,5.6,.387,1.4,1.9,.714,0.5,3.1,3.5,2.1,0.6,0.2,1.5,3.3,15.5,8.1
169,162,De'Andre Hunter,ATL,13,13,29.5,5.8,12.4,.472,1.4,3.9,.353,1.9,2.7,.714,0.8,3.2,3.9,0.9,0.3,0.2,1.4,3.5,15.0,8.1
170,163,Herbert Jones,NOP,9,9,29.9,3.7,7.9,.465,0.2,2.0,.111,2.9,3.7,.788,1.3,2.2,3.6,2.0,1.1,0.6,1.0,3.7,10.4,8.1
171,164,Jalen McDaniels,CHO,14,1,26.4,3.6,8.4,.432,1.4,3.5,.408,1.1,1.4,.842,1.1,3.9,5.1,2.4,1.1,0.6,1.4,2.6,9.9,8.1
172,165,Isaiah Jackson,IND,12,3,18.4,3.3,5.4,.615,0.0,0.1,.000,1.9,2.8,.697,1.7,3.8,5.4,1.2,0.5,1.3,1.3,2.7,8.6,8.0
173,166,Brandon Clarke,MEM,14,1,18.0,3.9,6.1,.635,0.0,0.4,.000,1.9,2.6,.730,0.9,2.9,3.9,1.4,0.3,0.9,1.2,2.6,9.6,7.8
174,167,Aleksej Pokusevski,OKC,11,7,23.3,3.7,8.4,.446,1.3,3.5,.359,0.6,1.2,.538,1.7,3.5,5.2,1.6,0.8,1.5,1.6,1.5,9.4,7.8
175,168,Jalen Smith,IND,12,12,23.8,4.2,9.4,.442,1.3,4.1,.327,1.3,2.0,.667,1.8,5.8,7.6,1.1,0.2,0.8,1.6,2.3,11.0,7.8
176,169,Tari Eason,HOU,13,0,18.4,3.2,7.4,.427,0.8,1.9,.440,1.2,1.5,.789,2.2,2.8,4.9,1.2,1.5,0.5,0.8,2.4,8.3,7.6
177,170,Corey Kispert,WAS,6,5,24.2,3.2,5.7,.559,1.3,3.0,.444,1.2,1.3,.875,0.0,2.2,2.2,1.7,0.8,0.0,0.7,1.2,8.8,7.6
178,171,Obi Toppin,NYK,13,0,17.7,3.8,8.0,.481,1.7,4.2,.400,0.7,0.7,1.000,0.8,3.1,3.9,1.1,0.6,0.2,1.1,0.9,10.1,7.6
179,172,Goran Dragi?,CHI,14,0,19.3,3.8,8.3,.457,1.6,3.4,.468,0.9,1.2,.765,0.6,1.3,1.9,3.6,0.3,0.2,1.4,1.4,10.1,7.4
180,173,Klay Thompson,GSW,11,11,28.6,5.4,15.3,.351,3.2,9.6,.330,0.8,1.1,.750,0.3,3.1,3.4,2.5,0.5,0.5,1.6,1.7,14.7,7.4
181,174,Derrick White,BOS,13,10,25.0,2.8,6.8,.416,1.4,3.5,.391,1.3,1.5,.850,0.6,2.8,3.4,2.9,0.5,0.9,0.5,2.8,8.4,7.4
182,175,Jevon Carter,MIL,12,12,26.6,3.4,8.0,.427,1.8,4.3,.423,0.5,0.7,.750,0.6,1.8,2.4,3.1,1.6,0.7,1.6,3.0,9.2,7.3
183,176,Zach Collins,SAS,9,0,17.7,3.4,6.6,.525,0.8,2.0,.389,0.7,1.0,.667,1.3,3.3,4.7,2.8,0.7,1.2,1.9,3.0,8.3,7.3
184,177,Seth Curry,BRK,5,0,19.3,3.4,8.0,.425,2.2,5.4,.407,0.8,1.0,.800,0.2,1.4,1.6,2.2,0.6,0.2,0.4,1.6,9.8,7.3
185,178,Tre Mann,OKC,13,4,24.1,4.2,10.5,.401,1.8,5.5,.333,0.8,1.2,.625,0.8,2.3,3.1,2.2,0.9,0.1,1.0,1.8,11.1,7.3
186,179,Immanuel Quickley,NYK,13,0,21.4,3.0,8.2,.368,1.1,3.8,.280,1.7,2.1,.815,0.6,4.3,4.9,3.2,1.2,0.2,1.4,1.8,8.8,7.3
187,180,Josh Richardson,SAS,12,2,23.2,3.7,8.6,.427,2.0,5.0,.400,1.9,2.3,.852,0.3,1.9,2.2,2.9,0.7,0.2,2.1,2.0,11.3,7.3
189,181,Mitchell Robinson,NYK,9,8,19.4,2.6,3.7,.697,0.0,0.0,,0.7,1.6,.429,3.1,2.6,5.7,0.9,0.3,2.0,0.6,3.2,5.8,7.3
190,182,Justise Winslow,POR,11,4,26.7,3.2,8.1,.393,0.5,1.8,.250,1.1,1.6,.667,1.7,3.1,4.8,3.5,1.3,0.5,1.3,2.5,7.9,7.3
191,183,Jeremiah Robinson-Earl,OKC,12,10,18.3,3.2,6.2,.514,1.4,3.3,.436,0.6,0.9,.636,1.1,2.8,3.9,0.8,0.9,0.3,0.5,1.9,8.3,7.2
192,184,Kyle Anderson,MIN,10,2,19.3,2.2,4.0,.550,0.6,1.3,.462,1.1,1.3,.846,0.4,2.5,2.9,2.9,0.8,0.5,0.8,1.2,6.1,7.0
193,185,Tim Hardaway Jr.,DAL,11,0,24.2,3.5,10.5,.339,2.3,6.8,.333,2.4,2.6,.897,0.1,1.7,1.8,2.0,0.6,0.2,1.0,1.3,11.7,7.0
194,186,Otto Porter Jr.,TOR,7,1,19.2,2.1,4.0,.536,0.9,2.3,.375,1.1,1.1,1.000,0.9,1.7,2.6,1.1,1.6,0.0,0.4,1.0,6.3,7.0
195,187,Austin Reaves,LAL,13,4,26.9,2.6,5.5,.479,1.0,2.8,.361,2.2,2.5,.879,0.7,2.5,3.2,1.6,0.5,0.3,1.1,1.2,8.5,7.0
196,188,Cam Thomas,BRK,9,0,19.4,2.8,7.1,.391,0.6,1.7,.333,3.2,3.8,.853,0.1,1.7,1.8,2.2,0.8,0.2,0.9,1.1,9.3,7.0
197,189,Precious Achiuwa,TOR,12,0,20.4,3.0,7.7,.391,0.4,2.3,.179,2.3,2.8,.848,2.0,5.0,7.0,1.3,0.2,0.6,1.3,1.6,8.8,6.9
198,190,Rui Hachimura,WAS,14,0,23.5,4.6,9.9,.460,0.6,2.1,.300,1.5,2.1,.724,0.8,4.1,4.9,0.9,0.1,0.6,1.5,1.1,11.3,6.9
199,191,Jaylen Nowell,MIN,14,0,18.1,4.3,10.3,.417,1.2,3.9,.309,1.1,1.4,.789,0.6,2.2,2.8,2.2,0.5,0.1,0.9,1.5,10.9,6.9
200,192,Jae'Sean Tate,HOU,3,2,22.7,3.3,6.7,.500,0.7,1.7,.400,1.0,1.3,.750,2.7,1.7,4.3,3.3,1.0,0.0,1.7,5.0,8.3,6.9
201,193,Troy Brown Jr.,LAL,11,9,27.5,3.7,8.4,.446,1.3,3.9,.326,0.7,0.7,1.000,0.9,4.2,5.1,0.8,0.8,0.0,0.9,2.0,9.5,6.7
202,194,John Konchar,MEM,13,5,25.8,2.6,5.9,.442,1.5,3.7,.396,0.1,0.2,.500,1.5,4.1,5.5,1.1,1.0,0.3,0.5,1.6,6.8,6.7
203,195,Caleb Martin,MIA,12,12,28.4,3.3,7.8,.426,0.8,2.3,.321,0.7,0.9,.727,1.9,2.5,4.4,1.8,1.3,0.1,0.9,2.2,8.1,6.7
204,196,Norman Powell,LAC,13,5,25.3,4.3,9.9,.434,1.1,3.5,.304,2.2,2.9,.763,0.4,2.3,2.7,1.3,0.8,0.3,1.9,1.9,11.9,6.7
205,197,Patrick Williams,CHI,14,14,25.2,3.6,7.9,.464,1.1,2.9,.375,0.9,1.0,.929,1.2,2.5,3.7,0.8,0.8,1.1,1.5,1.9,9.3,6.7
206,198,Jalen Duren,DET,11,0,21.3,2.8,5.1,.554,0.0,0.1,.000,0.9,2.4,.385,2.9,4.5,7.4,0.4,0.4,1.3,1.1,1.9,6.5,6.6
207,199,Walker Kessler,UTA,12,0,14.6,2.3,3.5,.667,0.0,0.0,,0.8,1.5,.500,2.3,3.0,5.3,0.7,0.2,1.7,0.6,1.8,5.4,6.6
208,200,Terrence Ross,ORL,12,8,26.8,3.9,8.5,.461,1.8,4.3,.423,0.5,0.8,.667,0.4,2.3,2.7,1.3,0.7,0.3,0.9,2.2,10.2,6.6
210,201,Gabe Vincent,MIA,13,0,25.9,3.4,8.5,.400,1.5,4.7,.311,1.5,1.8,.833,0.3,1.8,2.2,2.9,1.0,0.2,1.4,2.7,9.8,6.5
211,202,Darius Bazley,OKC,11,0,16.7,2.5,5.8,.422,0.6,1.6,.389,0.5,1.0,.455,1.6,3.1,4.7,1.5,0.8,1.3,0.5,1.5,6.0,6.4
212,203,Reggie Jackson,LAC,13,13,29.4,3.8,9.8,.394,1.2,4.0,.288,1.2,1.3,.941,0.3,1.9,2.2,4.2,0.7,0.1,2.1,1.7,10.1,6.4
213,204,Jock Landale,PHO,12,0,15.5,3.0,6.0,.500,0.3,1.9,.130,1.6,2.0,.792,1.8,2.8,4.5,0.9,0.3,0.8,0.8,2.8,7.8,6.4
214,205,Will Barton,WAS,14,0,23.8,3.4,8.7,.385,1.4,4.0,.339,1.0,1.1,.933,0.4,3.1,3.5,2.5,0.6,0.3,1.3,1.2,9.1,6.3
215,206,Naz Reid,MIN,9,0,13.1,3.4,5.9,.585,0.7,2.2,.300,0.9,1.3,.667,0.7,2.0,2.7,0.3,0.4,0.8,0.8,1.9,8.4,6.3
216,207,Ben Simmons,BRK,9,6,27.3,2.2,5.0,.444,0.0,0.1,.000,0.8,1.7,.467,1.1,5.1,6.2,5.9,1.1,0.6,2.2,4.1,5.2,6.3
217,208,Talen Horton-Tucker,UTA,15,0,16.6,2.9,7.3,.400,0.8,3.0,.267,1.1,1.5,.773,0.6,2.2,2.8,2.5,0.9,0.3,0.9,1.4,7.8,6.2
218,209,Dean Wade,CLE,11,4,22.8,2.5,4.6,.529,1.6,3.3,.500,0.7,1.0,.727,0.5,2.8,3.3,1.0,0.5,0.4,0.4,2.5,7.3,6.2
219,210,Jose Alvarado,NOP,13,2,18.8,2.9,6.2,.469,1.4,3.3,.419,0.5,0.7,.667,0.4,1.6,2.0,2.8,0.9,0.2,1.3,2.0,7.7,6.0
220,211,Javonte Green,CHI,14,0,17.4,2.3,4.2,.542,0.6,1.5,.381,0.9,1.1,.800,1.1,2.1,3.2,0.9,1.1,0.7,0.7,2.1,6.0,6.0
221,212,Joe Harris,BRK,12,8,26.5,3.0,7.3,.414,1.7,4.8,.345,0.2,0.4,.400,0.8,2.8,3.6,2.0,0.6,0.3,0.5,2.3,7.8,6.0
222,213,Blake Wesley,SAS,2,0,11.7,3.0,4.5,.667,1.0,1.5,.667,1.0,2.0,.500,0.5,0.5,1.0,2.0,0.0,0.0,1.0,1.5,8.0,6.0
223,214,Jalen Williams,OKC,9,2,21.4,3.4,6.4,.534,0.3,1.8,.188,0.6,0.6,1.000,0.3,1.8,2.1,2.4,1.0,0.3,1.3,2.6,7.8,6.0
224,215,Kenrich Williams,OKC,12,2,20.6,2.5,5.2,.484,0.5,1.8,.286,0.3,0.8,.333,2.0,2.3,4.3,1.7,0.7,0.2,0.3,2.0,5.8,5.9
225,216,Dorian Finney-Smith,DAL,12,12,32.5,3.1,7.1,.435,1.5,4.6,.327,0.7,0.9,.727,1.2,2.8,4.0,0.8,0.8,0.5,1.3,2.2,8.3,5.8
226,217,Josh Green,DAL,12,0,18.9,2.1,3.3,.625,0.9,1.8,.500,1.2,1.8,.636,0.9,1.3,2.3,0.9,1.1,0.1,0.8,2.0,6.3,5.8
227,218,Sam Hauser,BOS,13,0,15.5,2.6,5.1,.515,2.0,4.4,.456,0.2,0.3,.750,0.3,1.7,2.0,0.6,0.2,0.2,0.1,1.4,7.5,5.8
228,219,Anthony Lamb,GSW,5,1,19.7,3.0,5.4,.556,1.4,3.2,.438,0.0,0.0,,0.8,2.2,3.0,1.2,0.8,0.0,0.8,2.6,7.4,5.8
229,220,Doug McDermott,SAS,13,0,21.1,3.7,8.2,.449,2.0,4.8,.413,0.6,0.9,.667,0.3,1.9,2.2,1.4,0.0,0.2,1.0,1.6,10.0,5.8
231,221,Dwight Powell,DAL,9,5,18.4,2.6,4.0,.639,0.0,0.1,.000,1.2,1.6,.786,1.7,2.1,3.8,0.2,0.7,0.4,0.7,2.2,6.3,5.8
232,222,Jeremy Sochan,SAS,12,12,23.8,3.2,6.4,.494,0.5,2.5,.200,0.3,0.6,.571,1.1,2.7,3.8,1.6,0.9,0.5,1.0,2.3,7.2,5.8
233,223,Chuma Okeke,ORL,13,2,20.1,1.8,4.5,.414,1.1,3.1,.350,1.0,1.3,.765,1.4,3.1,4.5,1.7,0.4,0.5,0.6,1.8,5.8,5.7
234,224,Taurean Prince,MIN,14,0,19.8,2.9,5.9,.500,1.4,3.2,.422,1.1,1.2,.941,0.4,2.1,2.6,1.1,0.3,0.2,0.9,2.5,8.4,5.7
235,225,Shaedon Sharpe,POR,12,4,20.8,3.7,7.1,.518,1.0,2.3,.444,0.7,0.9,.727,0.8,1.8,2.6,0.4,0.3,0.3,0.8,2.1,9.0,5.7
236,226,Yuta Watanabe,BRK,11,0,16.6,2.5,4.1,.600,1.1,2.2,.500,0.1,0.3,.333,0.6,2.0,2.6,0.6,0.3,0.6,0.3,1.0,6.1,5.7
237,227,Daniel Gafford,WAS,14,0,14.7,2.3,3.1,.727,0.0,0.0,,1.3,2.1,.621,1.4,2.5,3.9,0.6,0.4,1.1,1.2,1.6,5.9,5.6
238,228,Jeff Green,DEN,13,0,19.9,2.9,5.6,.521,0.4,1.4,.278,1.5,2.1,.741,0.8,1.9,2.8,1.2,0.5,0.2,1.0,2.0,7.8,5.6
239,229,R.J. Hampton,ORL,11,0,15.2,2.2,4.2,.522,1.0,1.8,.550,1.2,1.3,.929,0.5,1.1,1.6,1.4,0.7,0.4,1.0,1.3,6.5,5.6
240,230,Derrick Jones Jr.,CHI,12,0,14.4,1.7,3.8,.444,0.3,0.9,.273,2.2,2.6,.839,1.1,1.6,2.7,0.6,0.4,0.8,0.2,1.3,5.8,5.6
241,231,Luke Kennard,LAC,12,5,22.3,3.2,6.2,.514,1.8,3.7,.477,0.3,0.3,1.000,0.3,2.9,3.3,0.6,0.5,0.0,1.1,1.5,8.3,5.6
242,232,Andrew Nembhard,IND,11,3,20.1,2.5,5.8,.422,1.3,3.2,.400,0.5,0.5,1.000,0.4,1.9,2.3,3.4,0.7,0.1,1.1,2.2,6.6,5.6
243,233,Georges Niang,PHI,14,0,18.0,2.9,6.1,.471,2.1,4.8,.448,0.5,0.5,1.000,0.2,1.6,1.9,0.7,0.4,0.4,0.7,1.8,8.4,5.6
244,234,Cedi Osman,CLE,13,0,21.4,3.1,7.0,.440,1.5,3.8,.388,1.3,1.8,.708,0.2,2.2,2.4,1.8,0.1,0.1,0.8,2.2,8.9,5.6
245,235,Cam Reddish,NYK,13,5,21.3,3.2,7.2,.441,1.0,3.0,.333,1.0,1.2,.867,0.3,1.5,1.8,1.1,0.7,0.5,0.7,1.7,8.3,5.6
246,236,Edmond Sumner,BRK,12,6,17.3,2.7,6.3,.427,0.8,2.5,.300,1.8,1.8,.955,0.3,1.5,1.8,1.5,1.0,0.3,1.3,1.3,7.8,5.6
247,237,James Wiseman,GSW,10,0,13.8,2.9,4.8,.604,0.0,0.0,,1.5,2.3,.652,1.0,3.0,4.0,0.9,0.1,0.4,0.8,2.6,7.3,5.6
248,238,Marvin Bagley III,DET,1,0,16.9,2.0,5.0,.400,0.0,1.0,.000,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,4.0,5.4
249,239,Alex Caruso,CHI,14,5,25.2,1.3,4.0,.321,0.7,2.4,.303,1.1,1.4,.750,0.6,2.7,3.3,3.8,1.6,1.0,1.9,2.0,4.4,5.4
250,240,Torrey Craig,PHO,12,4,19.2,2.2,4.6,.473,1.1,2.8,.394,0.3,0.5,.667,1.4,2.4,3.8,1.3,0.5,0.5,0.7,1.9,5.8,5.4
252,241,Drew Eubanks,POR,13,3,17.5,2.2,3.2,.690,0.0,0.0,,1.0,1.5,.684,1.3,2.5,3.8,0.8,0.4,0.7,0.8,2.1,5.5,5.4
253,242,Ty Jerome,GSW,8,0,15.0,2.0,3.8,.533,0.8,2.0,.375,1.3,1.3,1.000,0.1,0.9,1.0,1.9,0.1,0.1,0.3,1.1,6.0,5.4
254,243,Terance Mann,LAC,13,5,17.9,2.8,4.8,.581,0.4,1.5,.250,0.5,0.8,.545,0.6,2.3,2.9,1.4,0.5,0.3,0.8,1.6,6.4,5.4
255,244,Jabari Smith Jr.,HOU,12,12,29.7,3.4,10.8,.315,1.7,5.8,.286,1.8,2.2,.846,1.5,5.3,6.8,0.8,0.2,1.1,1.3,3.7,10.3,5.4
256,245,Aaron Wiggins,OKC,10,4,21.4,2.1,5.1,.412,0.7,2.0,.350,1.1,1.4,.786,0.7,3.4,4.1,2.0,0.6,0.4,0.8,1.9,6.0,5.4
257,246,AJ Griffin,ATL,9,0,12.1,2.7,5.2,.511,1.2,2.7,.458,0.3,0.3,1.000,0.4,1.1,1.6,0.6,0.7,0.0,0.3,0.9,6.9,5.3
258,247,Nassir Little,POR,13,0,15.3,2.5,4.7,.541,1.0,2.2,.464,0.5,0.9,.583,0.3,2.2,2.5,0.9,0.3,0.2,0.5,0.7,6.6,5.3
259,248,Naji Marshall,NOP,13,4,19.7,2.6,5.9,.442,0.8,2.1,.370,0.9,1.3,.706,1.0,1.8,2.8,1.4,0.7,0.2,0.9,1.4,6.9,5.3
260,249,Terence Davis,SAC,11,0,12.6,2.1,4.8,.434,1.1,3.3,.333,1.1,1.3,.857,0.5,2.0,2.5,1.3,0.6,0.2,0.5,1.7,6.4,5.2
261,250,DeAndre Jordan,DEN,11,0,13.4,2.3,2.8,.806,0.1,0.1,1.000,0.8,1.5,.529,1.4,3.5,4.9,0.7,0.1,0.6,1.4,1.5,5.5,5.2
262,251,Mike Muscala,OKC,11,1,13.8,2.5,5.6,.435,1.2,3.6,.325,1.0,1.3,.786,0.6,3.5,4.2,0.7,0.0,0.5,0.5,1.7,7.1,5.2
263,252,Aaron Nesmith,IND,8,4,21.1,2.8,6.6,.415,1.1,3.5,.321,1.1,1.4,.818,0.4,2.9,3.3,1.8,0.3,0.9,1.1,2.8,7.8,5.1
264,253,Deni Avdija,WAS,14,11,22.5,2.4,6.3,.386,0.8,2.6,.306,1.2,1.6,.773,0.6,3.7,4.4,1.9,0.6,0.6,1.2,2.9,6.9,4.9
265,254,Mo Bamba,ORL,12,0,14.6,2.5,4.9,.508,0.7,2.3,.296,0.6,1.0,.583,0.7,3.0,3.7,1.0,0.2,0.7,0.7,1.9,6.3,4.9
266,255,Chris Duarte,IND,9,5,19.6,3.1,7.9,.394,1.4,4.2,.342,1.2,1.3,.917,0.4,1.7,2.1,1.0,0.1,0.4,0.9,1.8,8.9,4.9
267,256,Usman Garuba,HOU,11,1,15.0,1.5,2.6,.552,0.4,0.5,.800,0.5,1.0,.455,2.3,3.3,5.5,1.1,0.9,0.5,1.3,1.7,3.7,4.8
268,257,Damion Lee,PHO,12,0,18.9,2.0,5.0,.400,1.4,3.3,.436,1.0,1.2,.857,0.4,2.0,2.4,1.1,0.6,0.0,0.5,1.6,6.4,4.8
269,258,Dyson Daniels,NOP,5,0,9.3,1.4,2.4,.583,0.6,1.0,.600,0.8,1.2,.667,0.6,1.6,2.2,1.2,0.6,0.4,0.6,0.8,4.2,4.6
270,259,Dewayne Dedmon,MIA,11,0,12.1,2.1,3.8,.548,0.5,1.2,.385,1.2,1.5,.813,0.8,2.5,3.4,0.7,0.1,0.4,0.5,2.2,5.8,4.6
271,260,Trendon Watford,POR,5,0,18.4,1.8,4.0,.450,0.0,0.8,.000,1.4,1.6,.875,0.6,2.6,3.2,2.6,1.2,0.0,1.4,2.6,5.0,4.6
273,261,Keita Bates-Diop,SAS,12,2,12.2,2.5,4.9,.508,0.3,1.2,.286,1.3,1.6,.842,0.9,1.3,2.2,0.4,0.4,0.0,1.2,0.5,6.7,4.5
274,262,Devonte' Graham,NOP,13,0,16.4,1.5,4.1,.377,1.3,3.2,.405,0.5,0.8,.700,0.1,1.1,1.2,2.4,0.5,0.2,0.5,0.8,4.9,4.5
275,263,George Hill,MIL,12,0,22.7,1.7,4.4,.377,0.5,2.2,.231,1.7,2.3,.714,0.4,1.3,1.8,2.6,0.4,0.1,0.7,1.5,5.5,4.5
276,264,Joshua Primo,SAS,4,0,23.3,2.3,6.5,.346,0.8,3.0,.250,1.8,2.3,.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0,4.5
277,265,Patrick Beverley,LAL,11,11,28.1,1.4,4.9,.278,0.7,3.1,.235,1.2,1.4,.867,0.8,2.9,3.7,3.0,1.1,0.5,0.9,3.2,4.6,4.4
278,266,Goga Bitadze,IND,8,0,13.1,1.8,3.4,.519,0.1,0.9,.143,0.9,1.8,.500,1.6,1.8,3.4,1.5,0.5,0.5,0.8,2.3,4.5,4.4
279,267,JaMychal Green,GSW,10,0,17.1,1.9,4.4,.432,0.4,1.7,.235,0.4,0.5,.800,2.0,2.7,4.7,0.6,1.0,0.5,1.0,2.1,4.6,4.4
280,268,Jordan McLaughlin,MIN,12,0,15.6,1.3,3.3,.375,0.2,1.6,.105,0.5,0.5,1.000,0.3,1.7,2.0,3.8,0.5,0.1,0.7,0.5,3.2,4.4
281,269,Eugene Omoruyi,OKC,6,0,11.4,2.5,4.3,.577,1.0,1.8,.545,1.2,1.8,.636,0.8,1.2,2.0,0.3,0.2,0.0,0.7,2.8,7.2,4.4
282,270,P.J. Tucker,PHI,14,14,28.4,1.9,3.4,.574,0.8,1.7,.458,0.2,0.3,.750,1.3,3.1,4.4,0.8,0.6,0.5,1.1,2.6,4.9,4.4
283,271,Coby White,CHI,7,0,21.8,3.0,7.9,.382,1.4,4.9,.294,0.7,1.3,.556,0.1,1.6,1.7,1.7,0.7,0.0,0.9,2.0,8.1,4.4
284,272,Wenyen Gabriel,LAL,11,2,13.5,2.0,3.2,.629,0.1,0.5,.200,0.6,0.9,.700,0.6,1.9,2.5,0.7,0.7,0.5,0.7,2.1,4.7,4.3
285,273,Landry Shamet,PHO,9,0,16.3,2.2,5.6,.400,1.3,3.7,.364,1.2,1.4,.846,0.2,0.4,0.7,1.2,0.6,0.1,0.9,1.3,7.0,4.3
286,274,Maxi Kleber,DAL,12,0,25.9,1.7,4.3,.392,0.8,2.7,.281,0.8,1.0,.750,0.9,2.9,3.8,0.9,0.5,0.7,0.7,1.8,4.8,4.2
287,275,Bismack Biyombo,PHO,10,2,12.5,1.5,2.7,.556,0.0,0.0,,0.6,0.9,.667,0.8,2.7,3.5,0.6,0.2,1.8,0.6,1.9,3.6,4.1
288,276,Luke Kornet,BOS,9,0,12.4,1.2,2.3,.524,0.1,0.3,.333,0.8,0.9,.875,1.4,1.8,3.2,1.3,0.2,0.8,0.7,1.4,3.3,4.1
289,277,Jake LaRavia,MEM,11,0,18.7,1.9,4.3,.447,1.2,2.8,.419,0.5,0.5,1.000,0.8,2.8,3.6,0.7,0.5,0.3,0.8,2.5,5.5,4.1
290,278,Chimezie Metu,SAC,8,0,11.6,2.0,4.0,.500,0.1,1.3,.100,0.6,0.8,.833,0.3,2.3,2.5,1.0,0.4,0.1,0.3,1.0,4.8,4.1
291,279,Derrick Rose,NYK,13,0,13.3,2.4,6.2,.383,0.9,2.6,.353,0.5,0.5,1.000,0.3,1.6,1.9,2.2,0.4,0.2,1.2,0.6,6.2,4.1
292,280,Aaron Holiday,ATL,13,1,19.1,1.9,4.3,.446,0.6,1.2,.500,0.6,0.7,.889,0.5,0.8,1.3,1.8,0.8,0.2,0.9,1.6,5.1,4.0
294,281,Trey Lyles,SAC,10,0,14.3,2.0,5.1,.392,1.4,3.9,.359,0.6,0.9,.667,0.4,2.1,2.5,1.0,0.4,0.5,1.0,1.2,6.0,4.0
295,282,Patty Mills,BRK,14,0,12.9,1.7,4.3,.400,1.3,3.4,.383,0.7,0.7,1.000,0.3,0.5,0.8,0.9,0.2,0.1,0.2,0.5,5.4,3.9
296,283,Thaddeus Young,TOR,11,1,12.7,1.4,2.9,.469,0.1,0.7,.125,0.5,0.7,.750,1.2,1.5,2.7,1.2,0.9,0.1,0.5,1.1,3.4,3.9
