,Rk,Player,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
291,279,James Bouknight,CHO,3,0,16.1,2.0,5.3,.375,0.7,3.3,.200,1.0,1.3,.750,0.0,1.0,1.0,0.0,0.7,0.3,0.7,1.7,5.7,2.5
292,280,Trey Lyles,SAC,3,0,12.8,1.7,5.0,.333,1.3,4.3,.308,0.7,0.7,1.000,0.3,0.7,1.0,1.0,0.0,0.3,1.0,1.0,5.3,2.5
294,281,P.J. Tucker,PHI,3,3,28.3,0.7,1.0,.667,0.3,0.7,.500,0.0,0.0,,0.3,3.0,3.3,1.0,1.0,0.3,1.0,2.0,1.7,2.5
295,282,AJ Griffin,ATL,3,0,12.3,1.7,5.0,.333,1.3,2.7,.500,0.3,0.3,1.000,0.3,1.7,2.0,0.3,0.3,0.0,0.7,1.0,5.0,2.4
296,283,Th?o Maledon,CHO,3,0,12.9,1.0,2.0,.500,0.0,0.7,.000,0.7,0.7,1.000,0.0,3.3,3.3,1.0,0.0,0.3,0.7,1.3,2.7,2.4
297,284,T.J. McConnell,IND,2,0,17.3,1.0,3.5,.286,0.0,0.0,,0.0,0.0,,1.0,1.5,2.5,5.0,1.0,0.0,2.0,3.0,2.0,2.4
298,285,Tony Bradley,CHI,1,0,3.4,0.0,0.0,,0.0,0.0,,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.3
299,286,Damian Jones,LAL,2,0,4.1,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,2.0,2.3
300,287,Donte DiVincenzo,GSW,2,0,19.9,0.5,2.0,.250,0.5,2.0,.250,1.0,1.0,1.000,0.0,3.0,3.0,2.5,0.0,0.0,1.0,2.0,2.5,2.2
301,288,Nerlens Noel,DET,1,0,3.4,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2
302,289,Christian Koloko,TOR,3,2,14.6,1.0,3.0,.333,0.0,0.0,,1.0,1.0,1.000,1.7,0.7,2.3,0.3,0.3,0.3,0.3,2.7,3.0,2.1
303,290,Dean Wade,CLE,1,0,14.4,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,2.1
304,291,Nicolas Batum,LAC,2,0,16.6,0.0,3.0,.000,0.0,2.0,.000,1.0,1.0,1.000,2.0,4.0,6.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0
305,292,Dyson Daniels,NOP,1,0,0.2,0.0,0.0,,0.0,0.0,,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
306,293,Rodney McGruder,DET,1,0,5.6,0.0,1.0,.000,0.0,0.0,,2.0,2.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
307,294,Robin Lopez,CLE,2,0,9.8,1.0,2.0,.500,0.0,0.0,,0.5,0.5,1.000,0.5,1.0,1.5,0.5,0.0,0.0,0.0,1.5,2.5,1.9
308,295,Dario ?ari?,PHO,2,0,11.3,1.0,4.0,.250,0.0,1.5,.000,0.5,0.5,1.000,1.5,1.0,2.5,1.5,0.0,0.0,0.0,1.5,2.5,1.9
309,296,Duane Washington Jr.,PHO,1,0,7.3,2.0,6.0,.333,1.0,4.0,.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.9
310,297,Reggie Bullock,DAL,3,3,23.4,1.0,4.0,.250,0.7,3.3,.200,0.0,0.0,,0.0,3.3,3.3,1.0,1.0,0.0,0.0,3.0,2.7,1.8
311,298,JaVale McGee,DAL,2,0,9.3,1.5,4.0,.375,0.0,0.0,,1.0,2.0,.500,2.0,2.5,4.5,0.0,0.0,0.5,1.5,1.5,4.0,1.8
312,299,Markieff Morris,BRK,2,0,12.8,1.0,3.0,.333,0.5,1.5,.333,0.0,0.0,,0.5,1.5,2.0,2.5,0.0,0.5,1.5,1.0,2.5,1.8
313,300,Kai Jones,CHO,1,0,1.7,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7
315,301,Nikola Jovi?,MIA,1,0,1.6,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.7
316,302,Zeke Nnaji,DEN,2,0,2.7,1.0,1.5,.667,0.0,0.5,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,2.0,1.7
317,303,Ryan Arcidiacono,NYK,1,0,3.2,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6
318,304,Juan Toscano-Anderson,LAL,3,0,6.3,1.0,1.3,.750,0.3,0.3,1.000,0.0,0.0,,0.3,1.0,1.3,0.3,0.3,0.0,0.7,1.7,2.3,1.6
319,305,David Duke Jr.,BRK,3,0,5.7,1.0,2.0,.500,0.0,0.0,,0.0,0.0,,0.7,0.0,0.7,0.3,0.3,0.3,0.3,1.0,2.0,1.5
320,306,Justin Holiday,ATL,3,0,19.1,2.0,5.0,.400,1.3,3.7,.364,0.0,0.0,,0.3,2.7,3.0,0.3,0.0,0.3,2.0,1.7,5.3,1.5
321,307,Nathan Knight,MIN,1,0,5.3,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.5
322,308,Davon Reed,DEN,2,0,3.6,1.0,2.0,.500,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,1.5
323,309,P.J. Washington,CHO,3,3,31.7,3.0,9.3,.321,0.7,3.7,.182,1.0,2.0,.500,1.3,3.0,4.3,1.3,0.7,0.3,2.3,4.3,7.7,1.5
324,310,Jordan McLaughlin,MIN,3,0,9.7,0.3,2.0,.167,0.0,0.3,.000,0.0,0.0,,0.7,1.0,1.7,2.7,0.0,0.0,0.7,0.0,0.7,1.4
325,311,Patty Mills,BRK,3,0,11.1,1.0,4.7,.214,0.7,3.3,.200,0.0,0.0,,0.7,0.3,1.0,1.0,0.3,0.0,0.0,0.0,2.7,1.4
326,312,Boban Marjanovi?,HOU,1,0,4.1,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.3
327,313,Day'Ron Sharpe,BRK,3,0,3.4,0.3,0.7,.500,0.0,0.0,,0.7,0.7,1.000,0.3,2.0,2.3,0.3,0.0,0.0,0.7,0.3,1.3,1.3
328,314,Precious Achiuwa,TOR,1,0,12.5,2.0,8.0,.250,0.0,2.0,.000,0.0,0.0,,4.0,2.0,6.0,1.0,0.0,1.0,2.0,2.0,4.0,1.2
329,315,Aaron Holiday,ATL,3,0,17.6,1.7,4.3,.385,0.3,1.7,.200,0.0,0.0,,0.3,1.3,1.7,1.0,0.7,0.0,1.0,2.7,3.7,1.2
330,316,Jalen Johnson,ATL,3,0,12.3,1.0,3.3,.300,0.0,0.7,.000,0.0,0.0,,0.3,2.3,2.7,0.3,1.0,0.3,1.0,0.7,2.0,1.2
331,317,Udoka Azubuike,UTA,1,0,2.5,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
332,318,Darius Bazley,OKC,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
333,319,JD Davison,BOS,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
334,320,Noah Vonleh,BOS,3,0,9.5,0.0,0.7,.000,0.0,0.3,.000,0.7,0.7,1.000,1.0,1.7,2.7,0.7,0.0,0.0,0.3,1.3,0.7,1.0
336,321,Sandro Mamukelashvili,MIL,2,0,7.4,0.5,3.0,.167,0.5,1.5,.333,0.0,0.0,,1.0,2.5,3.5,0.0,0.0,0.0,0.0,0.5,1.5,0.9
337,322,Admiral Schofield,ORL,2,0,5.7,0.5,1.5,.333,0.5,1.5,.333,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,1.5,0.9
338,323,Vlatko ?an?ar,DEN,2,0,2.4,0.5,1.0,.500,0.5,1.0,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.8
339,324,Jake LaRavia,MEM,3,0,18.3,1.3,4.3,.308,0.0,2.3,.000,0.0,0.0,,0.7,1.7,2.3,1.3,1.0,0.3,1.7,2.0,2.7,0.8
340,325,Alex Caruso,CHI,2,0,22.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,0.0,1.5,1.5,1.5,2.0,0.5,1.5,2.5,0.0,0.7
341,326,Quentin Grimes,NYK,3,0,6.8,1.0,2.3,.429,0.7,2.0,.333,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.7,1.0,2.7,0.7
342,327,Jordan Hall,SAS,1,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7
343,328,Amir Coffey,LAC,2,0,1.5,0.5,1.0,.500,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
344,329,Anthony Gill,WAS,2,1,8.2,0.5,1.0,.500,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,2.0,1.0,0.4
345,330,Matt Ryan,LAL,2,0,3.6,0.5,2.0,.250,0.5,1.0,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5,0.3
346,331,Moses Brown,LAC,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2
347,332,Evan Fournier,NYK,3,0,17.2,0.7,5.7,.118,0.7,3.7,.182,1.0,1.3,.750,0.3,1.0,1.3,1.7,0.3,0.3,0.7,1.3,3.0,0.2
348,333,Nickeil Alexander-Walker,UTA,1,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,334,Facundo Campazzo,DAL,1,0,0.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,335,Simone Fontecchio,UTA,1,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,336,Jaden Hardy,DAL,1,0,0.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,337,Haywood Highsmith,MIA,1,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,338,Miles McBride,NYK,1,0,6.1,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
354,339,Theo Pinson,DAL,1,0,0.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,340,Mitchell Robinson,NYK,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,341,Isaiah Roby,SAS,1,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,342,Terry Taylor,IND,1,0,0.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,343,JT Thor,CHO,3,0,5.4,0.3,2.0,.167,0.0,0.7,.000,0.7,0.7,1.000,0.3,0.3,0.7,0.3,0.3,0.0,1.0,0.0,1.3,0.0
360,344,Javonte Green,CHI,2,0,11.8,0.5,1.5,.333,0.0,0.0,,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.5,1.0,1.0,1.0,-0.3
361,345,Keita Bates-Diop,SAS,1,0,1.7,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4
362,346,Vernon Carey Jr.,WAS,1,0,1.1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4
363,347,Austin Rivers,MIN,1,0,0.4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4
364,348,Kessler Edwards,BRK,3,0,3.4,0.0,0.7,.000,0.0,0.3,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
365,349,Raul Neto,CLE,1,0,5.4,0.0,1.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7
366,350,Paul Reed,PHI,3,0,7.3,0.0,1.7,.000,0.0,0.7,.000,0.0,0.0,,0.7,1.0,1.7,0.0,0.3,0.7,0.0,2.7,0.0,-0.7
367,351,Thanasis Antetokounmpo,MIL,1,0,5.8,0.0,1.0,.000,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.8
368,352,Justin Jackson,BOS,1,0,5.6,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8
369,353,Frank Ntilikina,DAL,1,0,4.1,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8
370,354,Josh Christopher,HOU,1,0,6.1,0.0,2.0,.000,0.0,1.0,.000,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.1
371,355,Jonathan Kuminga,GSW,2,0,9.4,0.5,3.5,.143,0.0,1.0,.000,0.5,0.5,1.000,1.0,0.0,1.0,0.5,0.0,0.5,1.0,2.0,1.5,-1.2
372,356,Josh Okogie,PHO,2,0,5.5,0.0,1.5,.000,0.0,1.0,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,-1.3
373,357,Goga Bitadze,IND,1,0,6.7,1.0,4.0,.250,0.0,1.0,.000,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,-1.8
374,358,Mamadi Diakite,CLE,1,0,2.6,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8
375,359,Kendrick Nunn,LAL,2,0,11.6,0.0,4.0,.000,0.0,2.5,.000,0.0,0.0,,0.0,0.5,0.5,2.5,0.0,0.0,0.5,1.5,0.0,-2.0
376,360,Kevin Knox,DET,1,0,5.6,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.1
378,361,Garrison Mathews,HOU,1,0,3.9,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1
379,362,Cade Cunningham,DET,1,1,24.0,1.0,11.0,.091,0.0,6.0,.000,2.0,2.0,1.000,1.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,4.0,-2.7
