,Rk,Player,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
290,278,Jeff Green,DEN,6,0,20.3,2.8,5.0,.567,0.2,1.2,.143,0.7,1.0,.667,0.7,1.7,2.3,1.0,0.3,0.5,1.8,1.8,6.5,3.8
291,279,Jalen Smith,IND,5,5,22.0,3.0,7.6,.395,1.6,4.6,.348,0.4,0.8,.500,0.8,4.4,5.2,1.4,0.2,0.4,2.2,2.6,8.0,3.8
292,280,Bismack Biyombo,PHO,6,1,12.0,1.5,3.0,.500,0.0,0.0,,0.3,0.3,1.000,0.7,1.8,2.5,0.5,0.3,1.8,0.5,1.5,3.3,3.7
294,281,Jamal Cain,MIA,1,0,1.6,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.7
295,282,Justin Holiday,ATL,7,0,19.3,2.7,6.3,.432,1.7,4.4,.387,0.0,0.0,,0.1,1.4,1.6,0.6,0.3,0.3,1.0,1.4,7.1,3.7
296,283,Isaiah Livers,DET,7,0,19.2,1.7,4.7,.364,1.4,3.7,.385,0.7,1.1,.625,0.6,2.4,3.0,0.3,0.1,0.7,0.4,1.6,5.6,3.7
297,284,Daishen Nix,HOU,6,0,13.2,1.2,3.2,.368,1.2,2.2,.538,0.0,0.0,,0.2,1.7,1.8,2.3,1.3,0.0,1.3,0.8,3.5,3.7
298,285,Landry Shamet,PHO,5,0,17.1,2.4,6.6,.364,1.4,4.0,.350,1.4,1.4,1.000,0.2,0.4,0.6,1.2,0.0,0.2,1.2,0.8,7.6,3.7
299,286,Justin Champagnie,TOR,1,0,5.4,2.0,2.0,1.000,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.6
300,287,Jabari Walker,POR,5,0,11.8,1.4,2.8,.500,0.2,0.8,.250,0.8,1.2,.667,0.8,2.2,3.0,1.0,0.2,0.2,0.4,1.2,3.8,3.6
301,288,Malaki Branham,SAS,3,2,19.7,2.3,7.0,.333,0.7,3.7,.182,1.0,1.3,.750,0.3,2.0,2.3,2.0,0.3,0.0,1.0,0.7,6.3,3.5
302,289,Aaron Nesmith,IND,2,0,18.6,1.5,5.0,.300,1.0,3.0,.333,1.0,1.0,1.000,0.0,2.5,2.5,2.5,0.5,1.0,1.5,2.0,5.0,3.5
303,290,Jordan Nwora,MIL,7,1,19.6,1.9,7.6,.245,0.7,3.6,.200,1.4,1.4,1.000,1.0,3.3,4.3,1.3,0.6,0.1,0.7,0.9,5.9,3.5
304,291,MarJon Beauchamp,MIL,7,3,19.7,2.7,7.7,.352,1.1,4.6,.250,0.6,1.0,.571,1.1,3.0,4.1,0.4,0.9,0.1,1.1,2.6,7.1,3.4
305,292,Anthony Gill,WAS,7,4,15.3,1.9,3.1,.591,0.1,0.4,.333,0.3,0.3,1.000,0.9,1.0,1.9,0.7,0.3,0.0,0.3,1.7,4.1,3.4
306,293,George Hill,MIL,7,0,22.1,1.3,4.7,.273,0.3,2.1,.133,1.9,2.7,.684,0.3,1.3,1.6,2.4,0.6,0.1,0.7,1.0,4.7,3.4
307,294,Furkan Korkmaz,PHI,3,0,7.8,1.3,2.3,.571,0.3,0.7,.500,1.7,2.0,.833,0.3,0.7,1.0,0.7,0.0,0.0,0.7,0.7,4.7,3.4
308,295,Gorgui Dieng,SAS,2,0,13.5,2.5,4.5,.556,2.0,4.0,.500,0.0,0.0,,0.0,1.5,1.5,1.5,0.5,1.0,3.5,2.0,7.0,3.3
309,296,Mike Muscala,OKC,5,1,14.7,2.2,6.2,.355,1.6,4.8,.333,0.4,0.8,.500,0.2,2.8,3.0,0.6,0.0,0.8,0.6,2.2,6.4,3.3
310,297,Aaron Wiggins,OKC,5,1,16.5,1.6,3.8,.421,0.6,1.6,.375,0.8,1.0,.800,0.2,2.2,2.4,2.2,0.4,0.4,1.2,2.6,4.6,3.3
311,298,Dyson Daniels,NOP,3,0,7.1,1.0,2.0,.500,0.7,1.3,.500,0.7,1.3,.500,0.7,2.0,2.7,0.7,0.0,0.3,0.7,0.0,3.3,3.2
312,299,Damian Jones,LAL,4,0,6.2,1.3,2.0,.625,0.0,0.0,,1.0,1.0,1.000,0.8,1.5,2.3,0.0,0.3,0.3,0.5,0.8,3.5,3.2
313,300,Patrick Beverley,LAL,5,5,28.4,1.4,5.2,.269,0.8,2.6,.308,0.2,0.6,.333,0.6,3.0,3.6,3.2,0.8,0.2,0.8,2.8,3.8,3.1
315,301,Christian Braun,DEN,5,0,12.7,1.2,2.4,.500,0.4,0.8,.500,0.4,0.4,1.000,0.0,1.2,1.2,1.2,0.4,0.0,0.2,0.8,3.2,3.1
316,302,Max Christie,LAL,6,0,14.5,1.2,2.7,.438,0.8,1.7,.500,0.2,0.3,.500,0.2,3.0,3.2,0.5,0.5,0.0,0.3,0.7,3.3,3.1
317,303,Devonte' Graham,NOP,7,0,13.3,1.1,3.0,.381,0.7,2.3,.313,0.3,0.3,1.000,0.0,0.7,0.7,2.1,0.4,0.3,0.6,0.7,3.3,3.1
318,304,Keon Johnson,POR,3,0,23.9,3.7,11.3,.324,2.0,5.3,.375,0.3,1.3,.250,1.0,2.0,3.0,2.3,1.0,0.0,2.7,2.3,9.7,3.1
319,305,Cory Joseph,DET,5,1,7.7,1.0,2.4,.417,0.4,1.6,.250,0.8,1.0,.800,0.2,0.4,0.6,2.4,0.2,0.0,0.2,1.6,3.2,3.1
320,306,Jonathan Kuminga,GSW,4,1,16.4,2.5,6.0,.417,0.3,1.8,.143,1.3,1.8,.714,0.5,1.0,1.5,0.8,0.5,0.5,1.3,2.0,6.5,3.1
321,307,Moses Moody,GSW,4,1,16.8,1.8,4.0,.438,0.8,2.3,.333,1.5,1.8,.857,0.3,1.5,1.8,0.8,0.5,0.0,1.5,1.5,5.8,3.1
322,308,Christian Koloko,TOR,8,7,19.1,1.9,4.8,.395,0.0,0.4,.000,1.0,1.5,.667,1.6,2.1,3.8,0.5,0.1,1.6,1.1,3.1,4.8,3.0
323,309,Willy Hernang?mez,NOP,1,0,11.6,4.0,6.0,.667,0.0,1.0,.000,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,4.0,1.0,8.0,2.9
324,310,Aaron Holiday,ATL,7,1,19.0,1.6,4.0,.393,0.4,1.1,.375,0.4,0.6,.750,0.4,1.0,1.4,2.0,0.6,0.1,0.9,1.7,4.0,2.9
325,311,Kennedy Chandler,MEM,3,0,11.4,1.3,4.3,.308,0.3,1.7,.200,0.3,1.0,.333,0.3,1.7,2.0,3.0,0.7,0.0,1.0,0.7,3.3,2.8
326,312,Maxi Kleber,DAL,6,0,24.8,1.5,4.0,.375,0.5,2.2,.231,0.0,0.0,,0.7,2.7,3.3,1.2,0.3,0.5,0.5,1.8,3.5,2.8
327,313,Patty Mills,BRK,8,0,10.8,1.5,4.1,.364,1.0,3.0,.333,0.1,0.1,1.000,0.3,0.5,0.8,0.8,0.4,0.1,0.1,0.6,4.1,2.8
328,314,Zeke Nnaji,DEN,3,0,3.6,1.0,2.0,.500,0.0,0.3,.000,0.7,0.7,1.000,1.3,1.0,2.3,0.0,0.3,0.0,0.3,0.3,2.7,2.8
329,315,Kevon Harris,ORL,4,0,14.6,1.3,4.5,.278,0.5,1.3,.400,1.5,1.8,.857,1.8,1.0,2.8,0.3,0.5,0.0,0.5,2.0,4.5,2.7
330,316,Jake LaRavia,MEM,6,0,19.1,1.5,4.0,.375,0.7,2.7,.250,0.3,0.3,1.000,0.5,2.8,3.3,1.0,0.7,0.2,1.2,1.7,4.0,2.7
331,317,Matthew Dellavedova,SAC,2,0,14.0,1.5,3.5,.429,1.0,1.5,.667,0.0,0.0,,0.5,0.5,1.0,2.0,0.5,0.0,1.0,2.5,4.0,2.6
332,318,Caleb Houstan,ORL,5,0,14.9,1.0,2.4,.417,0.6,1.4,.429,0.6,0.8,.750,0.6,0.8,1.4,0.4,0.2,0.0,0.2,0.4,3.2,2.6
333,319,Isaiah Joe,OKC,5,0,8.7,1.6,3.4,.471,1.0,2.6,.385,0.0,0.0,,0.0,1.2,1.2,0.4,0.4,0.2,0.6,1.0,4.2,2.6
334,320,Kenneth Lofton Jr.,MEM,1,0,4.7,2.0,5.0,.400,0.0,0.0,,1.0,2.0,.500,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.6
336,321,James Wiseman,GSW,3,0,11.9,1.3,2.7,.500,0.0,0.0,,1.3,2.0,.667,0.7,2.3,3.0,1.0,0.3,0.3,1.0,3.0,4.0,2.6
337,322,Nerlens Noel,DET,4,0,13.5,1.0,3.0,.333,0.0,0.0,,0.8,1.0,.750,0.5,3.3,3.8,0.8,0.8,0.3,0.8,1.3,2.8,2.5
338,323,Richaun Holmes,SAC,3,0,9.5,1.3,1.7,.800,0.0,0.0,,0.0,0.0,,1.0,1.3,2.3,0.0,0.0,0.0,0.3,1.0,2.7,2.4
339,324,Wesley Matthews,MIL,7,0,17.7,1.0,3.6,.280,0.9,2.9,.300,0.3,0.3,1.000,0.9,1.4,2.3,0.6,0.9,0.3,0.4,1.9,3.1,2.4
340,325,Dario ?ari?,PHO,6,0,10.1,1.2,3.7,.318,0.3,1.5,.222,0.2,0.3,.500,1.5,1.8,3.3,1.0,0.5,0.0,0.5,1.3,2.8,2.4
341,326,Nicolas Batum,LAC,7,0,17.4,0.7,3.3,.217,0.6,2.6,.222,0.4,0.4,1.000,0.9,3.3,4.1,2.0,0.1,1.1,1.0,2.7,2.4,2.3
342,327,Romeo Langford,SAS,3,1,18.0,2.0,5.0,.400,0.3,1.7,.200,0.7,0.7,1.000,1.7,0.3,2.0,0.3,0.3,0.3,1.0,2.7,5.0,2.3
343,328,Austin Rivers,MIN,3,0,5.5,0.7,1.7,.400,0.3,1.3,.250,1.3,1.3,1.000,0.0,0.7,0.7,0.3,0.0,0.3,0.3,0.3,3.0,2.3
344,329,Jabari Smith Jr.,HOU,5,5,27.5,2.4,8.6,.279,0.6,4.4,.136,1.2,1.6,.750,2.0,5.0,7.0,0.8,0.0,0.8,1.8,3.2,6.6,2.3
345,330,Matisse Thybulle,PHI,7,3,17.3,0.7,2.6,.278,0.1,1.4,.100,0.1,0.4,.333,0.4,2.0,2.4,0.7,1.6,0.4,0.3,2.0,1.7,2.3
346,331,Donte DiVincenzo,GSW,2,0,19.9,0.5,2.0,.250,0.5,2.0,.250,1.0,1.0,1.000,0.0,3.0,3.0,2.5,0.0,0.0,1.0,2.0,2.5,2.2
347,332,James Johnson,IND,1,0,18.2,2.0,4.0,.500,0.0,2.0,.000,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,0.0,6.0,4.0,2.2
348,333,Naji Marshall,NOP,7,1,15.6,1.4,4.4,.323,0.6,1.6,.364,0.3,0.6,.500,0.6,1.7,2.3,0.7,0.6,0.1,0.6,1.0,3.7,2.2
349,334,Garrison Mathews,HOU,5,0,10.5,1.4,3.4,.412,1.4,3.2,.438,0.0,0.0,,0.2,0.6,0.8,0.2,0.2,0.0,0.6,0.6,4.2,2.2
350,335,Dean Wade,CLE,5,1,20.3,1.2,3.8,.316,0.6,2.4,.250,0.4,0.4,1.000,0.4,2.6,3.0,0.4,1.0,0.4,0.4,3.0,3.4,2.2
351,336,Isaac Okoro,CLE,7,1,15.4,1.1,2.6,.444,0.1,0.6,.250,1.0,1.4,.700,0.6,1.0,1.6,0.4,0.7,0.0,0.7,2.0,3.4,2.1
352,337,Vince Williams Jr.,MEM,2,0,6.0,0.5,2.0,.250,0.0,1.5,.000,0.0,0.0,,0.5,1.0,1.5,1.0,1.0,0.5,0.0,1.0,1.0,2.1
353,338,Udoka Azubuike,UTA,4,0,2.8,0.8,0.8,1.000,0.0,0.0,,0.0,0.0,,0.5,1.3,1.8,0.3,0.0,0.3,0.3,0.3,1.5,2.0
354,339,Oshae Brissett,IND,4,0,10.6,1.0,2.8,.364,0.0,1.5,.000,0.8,1.0,.750,0.8,1.3,2.0,0.5,0.3,0.0,0.5,0.3,2.8,2.0
355,340,John Butler,POR,1,0,9.0,1.0,2.0,.500,0.0,1.0,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
357,341,Taj Gibson,WAS,4,0,4.8,0.5,1.5,.333,0.0,0.3,.000,1.0,1.0,1.000,0.5,0.8,1.3,0.8,0.3,0.0,0.3,0.8,2.0,2.0
358,342,Vit Krejci,ATL,3,0,3.3,1.0,1.7,.600,0.7,1.3,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,2.7,2.0
359,343,Th?o Maledon,CHO,8,0,12.7,1.0,2.4,.421,0.1,1.1,.111,0.3,0.3,1.000,0.0,2.6,2.6,1.8,0.4,0.4,1.3,1.3,2.4,2.0
360,344,JaVale McGee,DAL,5,2,6.8,1.4,2.6,.538,0.0,0.0,,0.6,1.0,.600,0.8,1.6,2.4,0.0,0.2,0.2,1.0,0.8,3.4,2.0
361,345,Shake Milton,PHI,7,0,14.6,1.9,4.0,.464,0.1,0.9,.167,0.6,0.9,.667,0.6,1.9,2.4,1.6,0.0,0.1,1.7,1.7,4.4,2.0
362,346,Svi Mykhailiuk,NYK,2,0,2.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.5,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,2.0
363,347,Dalen Terry,CHI,4,0,4.4,0.8,1.5,.500,0.3,0.3,1.000,0.5,0.5,1.000,0.0,0.5,0.5,0.8,0.3,0.3,0.5,0.3,2.3,2.0
364,348,JT Thor,CHO,8,0,10.9,1.1,3.5,.321,0.4,1.5,.250,0.5,0.8,.667,0.8,1.1,1.9,0.9,0.4,0.3,0.9,0.4,3.1,2.0
365,349,Noah Vonleh,BOS,5,0,10.5,0.6,1.2,.500,0.2,0.4,.500,0.4,0.4,1.000,1.4,2.0,3.4,0.6,0.0,0.0,0.6,1.6,1.8,2.0
366,350,Jaylin Williams,OKC,1,0,5.1,1.0,3.0,.333,0.0,1.0,.000,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0
367,351,Dominick Barlow,SAS,1,0,9.9,1.0,3.0,.333,0.0,2.0,.000,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.9
368,352,Jeff Dowtin,TOR,2,0,4.2,1.0,2.0,.500,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.0,1.9
369,353,Matt Ryan,LAL,6,0,11.7,1.3,4.8,.276,1.2,3.3,.350,0.7,0.8,.800,0.3,1.3,1.7,0.5,0.2,0.0,0.3,1.2,4.5,1.9
370,354,Xavier Tillman Sr.,MEM,4,0,12.3,1.3,2.3,.556,0.0,0.3,.000,0.8,2.3,.333,1.5,1.3,2.8,0.8,0.0,0.0,1.0,1.5,3.3,1.9
371,355,Rudy Gay,UTA,7,0,14.9,1.4,4.3,.333,0.6,2.9,.200,0.1,0.3,.500,0.3,3.3,3.6,0.6,0.3,0.3,0.9,1.1,3.6,1.8
372,356,Isaiah Roby,SAS,3,0,6.7,1.0,2.3,.429,0.0,0.3,.000,0.3,1.0,.333,0.0,1.3,1.3,1.0,0.0,0.0,0.0,0.3,2.3,1.8
373,357,Amir Coffey,LAC,6,0,5.8,0.3,0.8,.400,0.2,0.3,.500,1.0,1.3,.750,0.3,0.3,0.7,0.0,0.3,0.0,0.0,0.5,1.8,1.7
374,358,Nikola Jovi?,MIA,1,0,1.6,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.7
375,359,Frank Kaminsky,ATL,4,0,6.1,0.8,1.3,.600,0.0,0.3,.000,1.0,1.0,1.000,0.0,1.0,1.0,0.5,0.0,0.0,0.3,1.5,2.5,1.7
376,360,Vlatko ?an?ar,DEN,3,0,3.2,0.7,1.0,.667,0.7,1.0,.667,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,2.0,1.6
378,361,Derrick Rose,NYK,7,0,13.5,1.6,6.1,.256,0.6,2.4,.235,0.6,0.6,1.000,0.3,1.3,1.6,1.7,0.6,0.1,1.3,0.6,4.3,1.6
379,362,Kai Jones,CHO,3,0,4.9,0.7,1.7,.400,0.0,0.7,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,1.3,0.0,0.7,1.3,1.5
380,363,Paul Reed,PHI,7,0,8.5,0.4,1.6,.273,0.0,0.3,.000,0.0,0.0,,0.7,1.4,2.1,0.1,1.3,0.6,0.3,2.4,0.9,1.4
381,364,Tony Bradley,CHI,2,0,1.8,0.0,0.0,,0.0,0.0,,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3
382,365,David Duke Jr.,BRK,7,0,8.1,1.3,3.0,.429,0.0,0.4,.000,0.1,0.1,1.000,0.3,0.4,0.7,0.6,0.6,0.1,0.7,1.3,2.7,1.3
383,366,Robin Lopez,CLE,5,0,7.1,0.6,1.2,.500,0.0,0.0,,0.8,1.0,.800,0.4,0.4,0.8,0.4,0.0,0.0,0.4,0.8,2.0,1.3
384,367,Nathan Knight,MIN,3,0,3.3,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,0.0,1.0,1.0,0.0,0.7,0.0,0.3,0.3,1.0,1.2
385,368,Markieff Morris,BRK,5,0,10.0,0.8,3.0,.267,0.6,1.8,.333,0.0,0.0,,0.2,1.8,2.0,1.8,0.4,0.2,1.2,1.2,2.2,1.2
386,369,Boban Marjanovi?,HOU,2,0,3.6,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,0.0,1.5,1.5,0.0,0.5,0.0,0.5,0.5,1.5,1.1
387,370,Greg Brown III,POR,1,0,9.0,1.0,2.0,.500,0.0,0.0,,0.0,2.0,.000,0.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0
388,371,JD Davison,BOS,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
389,372,Johnny Davis,WAS,2,0,6.0,0.0,0.0,,0.0,0.0,,1.0,1.0,1.000,0.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0
390,373,Kendrick Nunn,LAL,5,2,13.9,1.4,5.2,.269,0.4,2.6,.154,0.4,0.4,1.000,0.2,0.8,1.0,1.6,0.2,0.0,1.0,0.6,3.6,1.0
391,374,Goga Bitadze,IND,2,0,7.2,1.0,3.5,.286,0.0,0.5,.000,0.0,0.0,,1.0,1.0,2.0,1.5,0.5,0.0,1.0,1.5,2.0,0.9
392,375,Reggie Bullock,DAL,6,6,24.4,0.8,4.7,.179,0.5,3.7,.136,0.0,0.2,.000,0.3,2.5,2.8,1.2,1.3,0.2,0.5,2.7,2.2,0.9
393,376,Ryan Arcidiacono,NYK,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8
394,377,Josh Christopher,HOU,3,0,8.3,0.7,2.7,.250,0.0,1.0,.000,0.0,0.0,,0.3,0.7,1.0,0.7,1.0,0.0,0.7,0.3,1.3,0.8
395,378,Quentin Grimes,NYK,5,1,8.0,0.6,1.8,.333,0.4,1.6,.250,0.4,0.4,1.000,0.2,0.4,0.6,0.4,0.0,0.2,0.4,1.2,2.0,0.8
396,379,Kevin Knox,DET,3,0,9.4,1.0,2.3,.429,0.3,1.7,.200,0.0,0.0,,0.3,0.3,0.7,0.3,0.0,0.3,0.7,1.0,2.3,0.8
397,380,Juan Toscano-Anderson,LAL,6,0,9.7,0.7,1.7,.400,0.2,0.5,.333,0.5,0.7,.750,0.2,1.2,1.3,0.3,0.2,0.5,0.8,1.7,2.0,0.8
399,381,Sandro Mamukelashvili,MIL,3,0,7.0,0.7,3.0,.222,0.3,1.7,.200,0.0,0.0,,0.7,1.7,2.3,0.0,0.0,0.0,0.0,0.3,1.7,0.7
400,382,Davon Reed,DEN,4,0,5.1,1.0,2.0,.500,0.8,0.8,1.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,1.0,0.3,2.8,0.7
401,383,Day'Ron Sharpe,BRK,6,0,4.8,0.5,0.8,.600,0.0,0.0,,0.3,0.3,1.000,0.3,1.5,1.8,0.2,0.0,0.2,0.8,0.8,1.3,0.7
402,384,Jarrett Culver,ATL,1,0,2.5,0.0,1.0,.000,0.0,0.0,,1.0,2.0,.500,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
403,385,Mamadi Diakite,CLE,2,0,3.9,0.5,1.5,.333,0.0,1.0,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.6
404,386,Admiral Schofield,ORL,3,0,4.7,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,1.0,0.6
405,387,Brandon Boston Jr.,LAC,1,0,4.6,0.0,1.0,.000,0.0,0.0,,1.0,2.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5
406,388,Tyrese Martin,ATL,3,0,3.3,0.3,1.0,.333,0.3,0.7,.500,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,1.0,0.5
407,389,Evan Fournier,NYK,7,1,15.4,0.9,4.4,.194,0.6,2.9,.200,0.4,0.6,.750,0.1,1.3,1.4,1.7,0.6,0.3,1.3,1.6,2.7,0.4
408,390,Rodney McGruder,DET,3,0,4.4,0.0,1.3,.000,0.0,0.3,.000,0.7,0.7,1.000,0.7,0.3,1.0,0.3,0.0,0.0,0.0,0.3,0.7,0.4
409,391,Ochai Agbaji,UTA,3,0,9.6,0.7,2.0,.333,0.0,0.3,.000,0.0,0.0,,0.3,1.3,1.7,0.0,0.0,0.0,0.0,1.3,1.3,0.3
410,392,Braxton Key,DET,1,0,2.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
411,393,Thanasis Antetokounmpo,MIL,5,0,3.3,0.0,0.2,.000,0.0,0.0,,0.0,0.0,,0.2,0.8,1.0,0.2,0.0,0.2,0.2,0.4,0.0,0.2
412,394,Leandro Bolmaro,UTA,1,0,5.0,1.0,4.0,.250,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.2
413,395,Ryan Rollins,GSW,1,0,9.1,2.0,4.0,.500,1.0,2.0,.500,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,0.2
414,396,Robert Covington,LAC,2,0,6.9,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,2.0,1.5,0.1
415,397,Facundo Campazzo,DAL,1,0,0.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,398,Jordan Hall,SAS,3,0,9.1,0.3,1.7,.200,0.3,1.3,.250,0.0,0.0,,0.0,0.3,0.3,1.0,0.0,0.0,0.7,0.3,1.0,0.0
417,399,Jaden Hardy,DAL,1,0,0.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,400,Malcolm Hill,CHI,1,0,0.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,401,Miles McBride,NYK,2,0,3.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
421,402,KZ Okpala,SAC,1,0,0.1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,403,Theo Pinson,DAL,1,0,0.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,404,Duane Washington Jr.,PHO,2,0,6.4,1.5,5.5,.273,0.5,3.0,.167,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,3.5,-0.1
424,405,Simone Fontecchio,UTA,3,0,2.9,0.3,1.7,.200,0.0,1.3,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.0,0.3,0.3,0.7,-0.3
425,406,Trent Forrest,ATL,2,0,5.1,0.0,1.5,.000,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,-0.3
426,407,Vernon Carey Jr.,WAS,1,0,1.1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4
427,408,Kessler Edwards,BRK,4,0,2.7,0.0,0.5,.000,0.0,0.3,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4
428,409,Micah Potter,UTA,1,0,3.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4
429,410,Terry Taylor,IND,2,0,2.9,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4
430,411,Nickeil Alexander-Walker,UTA,5,0,6.9,0.4,2.4,.167,0.2,1.0,.200,0.2,0.2,1.000,0.0,0.8,0.8,0.2,0.4,0.2,0.8,1.2,1.2,-0.7
431,412,Patrick Baldwin Jr.,GSW,1,0,3.9,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7
432,413,Ron Harper Jr.,TOR,1,0,3.2,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7
433,414,Josh Okogie,PHO,5,0,6.7,0.2,1.6,.125,0.0,1.0,.000,0.4,0.8,.500,0.0,1.0,1.0,0.0,0.4,0.4,1.0,0.8,0.8,-0.7
434,415,Justin Jackson,BOS,1,0,5.6,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8
435,416,Frank Ntilikina,DAL,1,0,4.1,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8
436,417,Haywood Highsmith,MIA,2,0,4.1,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.9
437,418,Jaxson Hayes,NOP,1,0,4.4,0.0,2.0,.000,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1
438,419,Alex Len,SAC,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1
439,420,Scotty Pippen Jr.,LAL,1,0,6.5,0.0,2.0,.000,0.0,0.0,,1.0,2.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.6
