,Rk,Player,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
152,146,Gary Trent Jr.,TOR,7,7,26.9,4.6,11.9,.386,1.0,4.7,.212,3.6,4.4,.806,0.6,1.3,1.9,1.6,1.4,0.3,1.0,1.7,13.7,8.7
153,147,Jarred Vanderbilt,UTA,6,6,25.4,3.5,5.7,.618,0.5,1.2,.429,0.5,1.0,.500,2.7,5.0,7.7,2.0,0.8,0.2,1.3,2.3,8.0,8.7
154,148,Goran Dragi?,CHI,6,0,21.4,4.8,9.7,.500,1.5,3.8,.391,0.8,0.8,1.000,1.0,1.3,2.3,3.5,0.3,0.3,2.2,1.3,12.0,8.6
155,149,Kevon Looney,GSW,6,6,25.3,3.2,5.3,.594,0.0,0.0,,0.5,0.5,1.000,2.3,5.7,8.0,3.0,0.5,0.8,0.8,3.7,6.8,8.6
156,150,Jalen Suggs,ORL,6,6,31.8,4.7,10.8,.431,0.8,3.5,.238,2.0,3.3,.600,0.7,3.0,3.7,6.3,1.3,0.5,3.2,4.2,12.2,8.6
157,151,Patrick Williams,CHI,6,6,28.8,4.7,9.7,.483,1.5,3.3,.450,0.5,0.5,1.000,1.8,3.3,5.2,1.2,0.3,1.8,1.5,2.7,11.3,8.6
158,152,LaMelo Ball,CHO,2,2,30.9,6.0,18.0,.333,2.5,12.0,.208,1.5,1.5,1.000,0.0,5.0,5.0,7.5,0.5,0.5,3.5,3.5,16.0,8.5
159,153,Dillon Brooks,MEM,8,8,31.1,6.0,15.0,.400,2.0,5.8,.348,1.8,2.1,.824,0.5,3.6,4.1,2.0,0.6,0.3,1.3,3.5,15.8,8.5
160,154,Edmond Sumner,BRK,7,7,21.7,3.9,8.4,.458,1.4,3.7,.385,2.4,2.6,.944,0.6,2.0,2.6,1.1,1.7,0.4,1.6,2.1,11.6,8.5
161,155,Chuma Okeke,ORL,6,3,26.9,2.8,6.5,.436,1.3,3.8,.348,1.5,2.2,.692,1.8,3.3,5.2,1.7,0.7,1.2,0.7,1.8,8.5,8.4
162,156,Jonas Valan?i?nas,NOP,8,8,21.5,3.8,8.4,.448,0.4,1.0,.375,2.4,3.0,.792,2.8,6.1,8.9,1.4,0.4,0.1,1.5,2.4,10.3,8.4
163,157,Marvin Bagley III,DET,2,1,22.9,4.0,8.0,.500,0.5,1.5,.333,1.5,1.5,1.000,2.5,2.0,4.5,0.5,0.5,1.0,1.0,1.5,10.0,8.3
164,158,Seth Curry,BRK,5,0,20.6,4.0,8.2,.488,2.4,4.8,.500,1.2,1.4,.857,0.2,1.6,1.8,1.6,0.4,0.0,0.6,1.6,11.6,8.3
165,159,Caleb Martin,MIA,6,6,32.2,3.7,7.8,.468,1.2,3.0,.389,0.7,1.2,.571,2.0,2.2,4.2,2.3,1.0,0.5,1.0,1.7,9.2,8.3
166,160,Derrick White,BOS,8,4,25.2,2.8,6.8,.407,1.3,3.4,.370,1.6,1.8,.929,0.5,2.5,3.0,3.4,0.8,1.1,0.4,2.6,8.4,8.3
168,161,Immanuel Quickley,NYK,8,0,21.3,3.3,8.4,.388,1.1,3.8,.300,1.8,1.9,.933,0.5,4.6,5.1,2.5,1.9,0.1,1.0,2.6,9.4,8.2
169,162,Dennis Smith Jr.,CHO,6,6,28.0,3.5,8.2,.429,0.3,1.7,.200,0.3,0.7,.500,0.5,2.5,3.0,5.8,1.5,0.7,1.3,2.2,7.7,8.2
170,163,Obi Toppin,NYK,8,0,19.4,3.8,8.4,.448,2.0,5.1,.390,0.9,0.9,1.000,1.0,3.5,4.5,1.1,0.9,0.3,1.1,1.0,10.4,8.1
171,164,Charles Bassey,SAS,6,0,17.0,2.7,4.2,.640,0.3,0.8,.400,0.8,1.0,.833,2.7,4.7,7.3,1.8,0.5,1.8,1.7,3.2,6.5,8.0
172,165,Precious Achiuwa,TOR,5,0,17.6,3.2,7.6,.421,0.2,2.0,.100,2.6,2.8,.929,2.2,3.4,5.6,1.4,0.4,1.0,1.2,1.6,9.2,7.9
173,166,Dalano Banton,TOR,7,1,13.3,3.6,7.7,.463,1.3,3.3,.391,1.7,2.0,.857,0.6,1.1,1.7,1.7,0.9,1.1,1.1,1.4,10.1,7.9
174,167,Troy Brown Jr.,LAL,7,7,27.7,4.0,8.4,.475,1.4,4.1,.345,1.1,1.1,1.000,0.9,3.9,4.7,0.6,0.9,0.0,0.7,1.7,10.6,7.9
175,168,Dewayne Dedmon,MIA,6,0,14.0,3.0,5.5,.545,0.8,1.8,.455,1.5,2.0,.750,1.7,3.0,4.7,1.0,0.2,0.8,0.3,2.0,8.3,7.9
176,169,Isaiah Jackson,IND,4,0,18.3,3.5,4.8,.737,0.0,0.0,,2.3,2.8,.818,1.8,4.3,6.0,0.8,0.3,1.0,2.3,2.5,9.3,7.9
177,170,Trey Murphy III,NOP,8,2,25.8,2.9,7.3,.397,1.5,5.3,.286,1.8,1.8,1.000,0.8,2.3,3.0,1.6,0.8,0.6,0.4,1.1,9.0,7.8
178,171,Monte Morris,WAS,7,7,26.9,3.3,7.9,.418,0.7,2.9,.250,0.9,1.3,.667,0.6,2.7,3.3,4.6,0.6,0.3,1.0,0.7,8.1,7.7
179,172,Nick Richards,CHO,8,0,17.4,3.1,4.9,.641,0.0,0.0,,2.3,3.0,.750,2.4,2.5,4.9,0.6,0.1,1.1,1.1,2.5,8.5,7.7
180,173,Daniel Gafford,WAS,7,0,14.6,2.4,2.9,.850,0.0,0.0,,1.7,2.9,.600,1.6,3.0,4.6,0.9,0.3,1.3,0.7,1.4,6.6,7.6
181,174,Corey Kispert,WAS,6,5,24.2,3.2,5.7,.559,1.3,3.0,.444,1.2,1.3,.875,0.0,2.2,2.2,1.7,0.8,0.0,0.7,1.2,8.8,7.6
182,175,Reggie Jackson,LAC,8,8,29.0,4.4,9.1,.479,1.3,3.9,.323,1.3,1.3,1.000,0.1,2.1,2.3,4.0,0.6,0.1,2.4,2.4,11.3,7.5
183,176,Eugene Omoruyi,OKC,2,0,14.8,4.0,6.0,.667,2.5,3.0,.833,0.5,1.0,.500,0.0,1.5,1.5,0.5,0.5,0.0,1.0,2.5,11.0,7.5
184,177,Royce O'Neale,BRK,7,7,33.9,2.7,8.6,.317,2.1,5.1,.417,1.1,1.7,.667,1.3,3.3,4.6,4.9,1.1,0.3,1.6,2.9,8.7,7.5
185,178,Austin Reaves,LAL,7,3,30.3,2.9,6.4,.444,0.7,2.7,.263,3.0,3.4,.875,0.9,2.7,3.6,1.6,0.6,0.4,1.3,1.1,9.4,7.5
186,179,Keita Bates-Diop,SAS,7,2,19.0,3.1,6.4,.489,0.6,1.7,.333,1.1,1.6,.727,2.3,1.7,4.0,0.9,1.0,0.0,0.7,0.4,8.0,7.4
187,180,Isaiah Hartenstein,NYK,8,4,24.7,2.6,5.0,.525,0.3,0.9,.286,0.6,0.8,.833,3.3,5.4,8.6,0.8,0.5,1.4,1.0,2.9,6.1,7.4
189,181,Andre Drummond,CHI,2,0,16.8,3.0,5.0,.600,0.0,0.0,,1.5,1.5,1.000,2.0,6.0,8.0,1.0,0.5,0.0,1.5,2.0,7.5,7.3
190,182,Josh Hart,POR,8,8,36.4,2.5,7.1,.351,0.5,1.9,.267,1.8,3.1,.560,1.3,6.9,8.1,4.8,1.3,0.1,1.9,2.8,7.3,7.3
191,183,Talen Horton-Tucker,UTA,8,0,16.1,2.8,6.8,.407,0.9,2.5,.350,1.9,2.1,.882,0.4,1.6,2.0,3.4,0.6,0.3,0.9,0.8,8.3,7.3
192,184,P.J. Washington,CHO,8,8,31.8,4.5,11.9,.379,1.0,4.4,.229,2.3,3.0,.750,1.5,3.1,4.6,1.8,0.8,0.9,1.8,2.5,12.3,7.3
193,185,Cade Cunningham,DET,4,4,30.6,5.3,15.8,.333,1.3,5.3,.238,1.8,2.3,.778,0.8,5.5,6.3,4.5,0.5,0.8,2.5,2.5,13.5,7.2
194,186,Eric Gordon,HOU,6,6,28.8,3.2,7.8,.404,1.7,5.0,.333,1.8,2.2,.846,0.2,1.3,1.5,2.8,0.5,0.3,1.2,0.8,9.8,7.2
195,187,Jalen McDaniels,CHO,8,1,27.6,3.6,8.6,.420,0.8,3.4,.222,1.0,1.4,.727,1.4,3.0,4.4,2.1,1.5,0.8,1.5,2.4,9.0,7.2
196,188,Jose Alvarado,NOP,8,0,17.1,3.1,6.4,.490,1.5,3.4,.444,0.4,0.6,.600,0.5,1.6,2.1,3.4,0.9,0.3,1.0,2.5,8.1,7.1
197,189,Zach Collins,SAS,2,0,22.7,3.5,8.5,.412,0.5,2.5,.200,1.0,1.0,1.000,1.0,6.5,7.5,2.5,1.0,1.0,2.0,2.5,8.5,7.1
198,190,Dorian Finney-Smith,DAL,7,7,31.8,3.6,8.0,.446,2.3,5.7,.400,1.0,1.1,.875,0.6,2.7,3.3,0.6,1.1,0.3,1.6,1.3,10.4,7.1
199,191,Damion Lee,PHO,6,0,22.3,3.2,6.5,.487,2.3,4.5,.519,0.8,1.0,.833,0.3,2.3,2.7,1.0,0.8,0.0,0.8,1.7,9.5,7.1
200,192,Lamar Stevens,CLE,2,1,24.4,3.5,7.0,.500,0.0,1.0,.000,3.5,4.0,.875,1.0,2.0,3.0,0.5,0.0,0.5,0.5,3.0,10.5,7.1
201,193,Terance Mann,LAC,8,2,19.7,3.0,5.4,.558,0.4,1.9,.200,1.1,1.4,.818,0.3,2.8,3.0,2.4,0.6,0.3,0.5,2.0,7.5,7.0
202,194,Onyeka Okongwu,ATL,6,0,19.6,3.2,5.3,.594,0.0,0.2,.000,0.3,0.3,1.000,1.7,4.2,5.8,1.3,0.7,0.7,0.3,3.3,6.7,7.0
203,195,Cam Reddish,NYK,8,6,24.6,3.5,8.1,.431,1.1,3.6,.310,1.6,1.9,.867,0.3,0.9,1.1,1.4,0.9,0.5,0.5,1.3,9.8,7.0
204,196,Justise Winslow,POR,6,4,28.2,3.5,8.8,.396,0.3,1.8,.182,0.8,1.3,.625,1.8,3.3,5.2,4.2,0.8,0.3,1.3,2.8,8.2,7.0
205,197,Walker Kessler,UTA,8,0,13.8,2.8,3.8,.733,0.0,0.0,,0.0,0.4,.000,2.4,3.1,5.5,0.4,0.1,1.6,0.5,1.5,5.5,6.9
206,198,Jalen Williams,OKC,7,2,24.8,3.9,7.1,.540,0.6,2.4,.235,0.3,0.4,.667,0.4,2.6,3.0,2.9,0.4,0.4,0.9,2.7,8.6,6.9
207,199,Drew Eubanks,POR,8,3,22.4,3.1,4.4,.714,0.0,0.0,,0.6,1.1,.556,1.8,3.5,5.3,1.1,0.5,0.8,1.1,2.5,6.9,6.8
208,200,Ty Jerome,GSW,3,0,18.9,2.7,5.3,.500,0.7,2.7,.250,1.3,1.3,1.000,0.3,1.7,2.0,3.0,0.0,0.0,0.3,1.0,7.3,6.8
210,201,Javonte Green,CHI,6,0,17.7,2.8,4.5,.630,1.0,1.8,.545,0.5,0.7,.750,1.0,2.3,3.3,1.0,0.8,0.8,1.2,1.8,7.2,6.7
211,202,Georges Niang,PHI,6,0,21.6,3.2,7.5,.422,2.5,6.0,.417,0.8,0.8,1.000,0.3,1.8,2.2,1.0,0.7,0.8,0.8,2.2,9.7,6.7
212,203,Mitchell Robinson,NYK,2,2,15.1,2.0,2.5,.800,0.0,0.0,,0.0,0.0,,2.0,5.0,7.0,1.5,0.5,1.5,0.5,3.5,4.0,6.7
213,204,John Konchar,MEM,8,2,26.0,2.6,5.5,.477,1.3,3.1,.400,0.0,0.0,,1.6,4.5,6.1,1.6,0.4,0.3,0.5,1.9,6.5,6.6
214,205,Andrew Nembhard,IND,4,3,28.0,3.5,7.5,.467,1.5,3.5,.429,0.3,0.3,1.000,0.3,2.8,3.0,4.5,1.0,0.0,2.3,3.0,8.8,6.6
215,206,Jeremiah Robinson-Earl,OKC,6,5,18.8,3.7,7.2,.512,1.5,3.3,.450,0.3,1.0,.333,1.7,2.8,4.5,0.3,0.3,0.3,0.7,2.3,9.2,6.6
216,207,Malachi Flynn,TOR,5,0,13.2,2.6,5.8,.448,1.6,3.2,.500,2.0,2.2,.909,0.0,2.0,2.0,1.6,0.4,0.2,1.0,1.4,8.8,6.4
217,208,Bryn Forbes,MIN,2,0,13.5,2.5,5.5,.455,1.5,3.0,.500,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,0.5,0.5,6.5,6.4
218,209,Sam Hauser,BOS,8,0,18.7,3.1,6.5,.481,2.3,5.5,.409,0.3,0.3,1.000,0.4,1.8,2.1,0.6,0.3,0.4,0.1,1.6,8.8,6.4
219,210,Tyus Jones,MEM,8,1,20.9,3.3,7.8,.419,0.8,2.9,.261,0.6,0.6,1.000,0.1,1.0,1.1,3.5,0.6,0.0,0.6,0.4,7.9,6.4
220,211,De'Anthony Melton,PHI,4,3,28.2,2.8,9.3,.297,1.3,5.3,.238,0.5,1.0,.500,3.0,4.0,7.0,3.5,0.8,1.3,2.0,2.0,7.3,6.3
221,212,Will Barton,WAS,7,0,23.1,3.3,9.4,.348,1.1,4.6,.250,1.1,1.1,1.000,0.4,3.6,4.0,2.9,0.4,0.4,1.1,0.9,8.9,6.2
222,213,Rui Hachimura,WAS,7,0,24.1,4.9,10.7,.453,0.7,2.3,.313,1.0,1.6,.636,0.4,4.1,4.6,0.9,0.0,0.6,1.4,1.4,11.4,6.2
223,214,Killian Hayes,DET,7,2,24.9,3.4,8.1,.421,0.9,2.6,.333,0.9,1.0,.857,0.7,1.9,2.6,3.4,1.3,0.3,2.1,2.0,8.6,6.2
224,215,Shaedon Sharpe,POR,7,3,23.0,3.9,6.9,.563,1.1,2.3,.500,0.4,0.6,.750,0.3,1.9,2.1,0.1,0.3,0.4,0.6,1.6,9.3,6.2
225,216,Jericho Sims,NYK,7,2,15.5,2.3,2.6,.889,0.0,0.0,,0.3,0.4,.667,2.6,2.6,5.1,0.4,0.3,0.9,0.3,2.9,4.9,6.2
226,217,MarJon Beauchamp,MIL,7,4,24.0,3.7,8.7,.426,1.6,5.0,.314,1.0,1.4,.700,1.4,3.7,5.1,0.6,0.9,0.1,1.4,2.9,10.0,6.1
227,218,Usman Garuba,HOU,6,0,18.4,1.8,3.5,.524,0.3,0.5,.667,0.8,1.5,.556,2.2,3.3,5.5,1.5,1.0,1.2,1.2,2.3,4.8,6.1
228,219,Thaddeus Young,TOR,8,2,16.7,1.8,3.5,.500,0.0,0.5,.000,1.0,1.3,.800,2.0,1.9,3.9,2.0,1.1,0.3,0.6,1.5,4.5,6.1
229,220,Joe Harris,BRK,7,7,29.0,3.1,8.0,.393,1.7,5.3,.324,0.3,0.4,.667,0.9,3.1,4.0,2.0,0.6,0.0,0.6,2.0,8.3,6.0
231,221,Deni Avdija,WAS,7,5,27.9,3.1,8.4,.373,0.9,3.4,.250,1.7,2.3,.750,1.1,4.3,5.4,2.6,0.7,0.6,1.9,3.1,8.9,5.9
232,222,Torrey Craig,PHO,6,5,26.8,2.5,6.8,.366,1.2,3.5,.333,0.7,1.0,.667,2.2,2.8,5.0,1.8,0.8,1.0,1.0,3.0,6.8,5.9
233,223,R.J. Hampton,ORL,5,0,13.5,2.6,4.8,.542,1.2,2.6,.462,1.6,1.6,1.000,0.4,0.4,0.8,1.2,0.6,0.6,1.6,1.0,8.0,5.9
234,224,Montrezl Harrell,PHI,4,1,12.6,2.3,3.3,.692,0.0,0.0,,2.0,2.8,.727,0.8,2.3,3.0,0.3,0.5,0.3,0.5,1.3,6.5,5.9
235,225,Otto Porter Jr.,TOR,8,2,18.3,1.9,3.8,.500,0.8,2.1,.353,1.0,1.0,1.000,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5,5.9
236,226,Dwight Powell,DAL,7,5,21.5,2.4,4.1,.586,0.0,0.0,,1.0,1.4,.700,2.1,2.1,4.3,1.0,1.0,0.3,0.9,2.6,5.9,5.9
237,227,Darius Bazley,OKC,4,0,14.0,1.8,5.3,.333,0.8,1.8,.429,0.3,0.5,.500,1.8,2.0,3.8,2.0,1.5,1.0,0.3,2.0,4.5,5.8
238,228,Ayo Dosunmu,CHI,6,6,30.2,4.0,9.2,.436,1.0,3.8,.261,1.0,1.2,.857,0.3,2.8,3.2,3.2,0.3,0.3,2.2,2.7,10.0,5.8
239,229,AJ Griffin,ATL,6,0,15.8,3.2,6.3,.500,1.3,3.0,.444,0.5,0.5,1.000,0.5,1.5,2.0,0.8,0.7,0.0,0.8,1.0,8.2,5.8
240,230,Kenrich Williams,OKC,7,0,20.2,2.3,4.7,.485,0.4,1.6,.273,0.3,0.9,.333,1.9,2.1,4.0,1.7,0.9,0.0,0.1,1.9,5.3,5.8
241,231,Jalen Duren,DET,5,0,21.7,1.8,3.2,.563,0.0,0.0,,0.8,2.4,.333,2.4,5.6,8.0,0.6,0.6,1.0,0.8,2.0,4.4,5.7
242,232,Ben Simmons,BRK,4,0,18.7,2.5,4.5,.556,0.0,0.0,,0.3,0.5,.500,1.0,4.5,5.5,3.0,1.0,0.3,1.5,2.8,5.3,5.7
243,233,Jeremy Sochan,SAS,8,8,24.5,3.0,6.0,.500,0.3,2.0,.125,0.8,0.9,.857,1.1,2.6,3.8,1.4,0.9,0.6,1.1,2.5,7.0,5.7
244,234,Danuel House Jr.,PHI,4,0,19.3,2.0,4.5,.444,1.0,2.5,.400,1.5,2.0,.750,0.3,1.8,2.0,0.8,1.0,0.5,0.0,2.3,6.5,5.6
245,235,Payton Pritchard,BOS,4,0,14.4,3.3,6.5,.500,0.8,2.8,.273,0.3,0.5,.500,2.0,1.5,3.5,1.0,0.8,0.0,1.8,0.3,7.5,5.6
246,236,Juancho Hernang?mez,TOR,5,0,14.9,1.8,3.2,.563,0.8,1.6,.500,0.2,0.4,.500,0.8,3.4,4.2,1.6,0.6,0.2,0.6,1.0,4.6,5.4
247,237,Derrick Jones Jr.,CHI,6,0,14.5,2.0,4.0,.500,0.3,1.0,.333,1.5,2.0,.750,0.8,1.8,2.7,0.7,0.3,1.0,0.2,1.7,5.8,5.4
248,238,Keegan Murray,SAC,7,7,26.6,3.1,7.9,.400,1.7,4.9,.353,0.1,0.3,.500,0.3,3.1,3.4,0.9,1.4,0.6,1.0,2.4,8.1,5.4
249,239,Blake Griffin,BOS,2,2,18.7,3.0,5.0,.600,1.0,2.5,.400,0.0,0.0,,0.5,3.0,3.5,1.0,0.0,0.0,1.0,1.0,7.0,5.3
250,240,Serge Ibaka,MIL,6,0,14.2,2.2,3.8,.565,0.5,1.3,.375,1.0,1.5,.667,1.2,3.2,4.3,0.5,0.0,0.7,0.5,1.5,5.8,5.3
252,241,Raul Neto,CLE,2,0,14.9,1.5,4.0,.375,1.0,1.5,.667,1.0,1.0,1.000,0.0,2.5,2.5,2.5,1.0,0.0,1.0,0.0,5.0,5.3
253,242,Duane Washington Jr.,PHO,3,0,10.6,3.7,8.3,.440,2.0,4.7,.429,0.0,0.0,,0.0,0.0,0.0,1.7,0.0,0.0,0.7,0.3,9.3,5.3
254,243,Josh Green,DAL,7,0,21.0,2.3,3.9,.593,0.9,2.0,.429,1.0,2.0,.500,0.7,0.9,1.6,0.9,0.9,0.0,0.4,2.0,6.4,5.2
255,244,DeAndre Jordan,DEN,5,0,14.9,2.4,3.0,.800,0.0,0.0,,0.8,1.0,.800,1.2,3.0,4.2,1.0,0.0,0.6,1.6,1.0,5.6,5.2
256,245,Jock Landale,PHO,6,0,12.2,1.8,3.5,.524,0.2,0.8,.200,1.0,1.3,.750,1.8,2.2,4.0,1.2,0.5,0.7,0.7,2.2,4.8,5.2
257,246,Nassir Little,POR,8,0,15.5,2.5,4.8,.526,1.0,2.1,.471,1.0,1.1,.889,0.3,2.4,2.6,0.9,0.3,0.3,1.0,0.9,7.0,5.2
258,247,Tre Mann,OKC,6,0,20.4,3.3,8.3,.400,2.0,5.2,.387,0.2,0.5,.333,0.5,2.2,2.7,1.2,0.8,0.2,1.3,1.2,8.8,5.2
259,248,Luke Kennard,LAC,7,6,17.9,2.3,4.0,.571,1.6,3.0,.524,0.1,0.1,1.000,0.1,2.0,2.1,0.4,0.9,0.0,0.7,1.1,6.3,5.1
260,249,Jaylen Nowell,MIN,6,0,15.4,3.2,6.8,.463,1.3,3.3,.400,1.2,1.3,.875,0.0,1.3,1.3,2.2,0.3,0.2,1.8,1.7,8.8,5.1
261,250,Nicolas Batum,LAC,8,0,18.9,1.9,4.3,.441,1.6,3.5,.464,0.5,0.9,.571,0.9,3.8,4.6,1.4,0.4,0.9,1.0,2.9,5.9,5.0
262,251,Moses Brown,LAC,4,0,5.1,2.0,2.5,.800,0.0,0.0,,0.8,1.3,.600,1.3,1.5,2.8,0.0,0.0,0.5,0.0,0.8,4.8,5.0
263,252,Wenyen Gabriel,LAL,7,2,15.4,2.4,3.4,.708,0.1,0.4,.333,0.7,0.9,.833,0.7,2.0,2.7,0.9,0.7,0.6,1.0,2.6,5.7,5.0
264,253,Moses Moody,GSW,4,1,19.8,2.3,5.0,.450,0.8,2.3,.333,1.8,2.0,.875,0.3,2.0,2.3,1.3,0.5,0.0,1.0,1.5,7.0,4.9
265,254,KZ Okpala,SAC,1,0,12.4,1.0,1.0,1.000,0.0,0.0,,4.0,4.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.9
266,255,Jonathan Kuminga,GSW,5,1,18.0,3.0,6.4,.469,0.8,2.2,.364,1.4,1.8,.778,0.4,1.4,1.8,1.0,0.4,0.4,1.2,2.0,8.2,4.8
267,256,T.J. McConnell,IND,4,0,18.6,2.0,4.5,.444,0.0,0.3,.000,0.5,0.8,.667,0.5,3.0,3.5,4.3,1.0,0.3,2.0,1.8,4.5,4.8
268,257,Taurean Prince,MIN,6,0,21.4,2.8,6.8,.415,0.8,3.0,.278,2.2,2.2,1.000,0.5,1.7,2.2,0.8,0.0,0.3,1.0,2.2,8.7,4.8
269,258,Jordan Nwora,MIL,7,1,20.8,2.3,8.1,.281,1.0,4.0,.250,1.7,1.7,1.000,1.0,3.7,4.7,1.6,0.4,0.1,0.7,1.3,7.3,4.7
270,259,Naz Reid,MIN,3,0,17.9,4.0,7.3,.545,0.7,3.3,.200,1.3,2.0,.667,0.7,2.7,3.3,0.0,0.0,1.0,2.0,3.7,10.0,4.7
271,260,Jalen Smith,IND,4,4,21.0,3.5,8.5,.412,2.0,5.3,.381,0.3,0.5,.500,1.0,4.5,5.5,1.5,0.0,0.3,2.3,2.3,9.3,4.7
273,261,Alex Caruso,CHI,6,1,25.2,1.0,3.5,.286,0.5,2.2,.231,0.7,1.0,.667,0.5,3.0,3.5,4.2,1.5,1.2,2.0,2.3,3.2,4.5
274,262,Josh Richardson,SAS,8,0,22.7,3.1,9.0,.347,1.4,4.9,.282,2.3,2.9,.783,0.4,1.6,2.0,2.6,0.4,0.1,2.3,2.1,9.9,4.5
275,263,JaMychal Green,GSW,3,0,13.9,2.3,4.0,.583,0.7,1.7,.400,0.7,0.7,1.000,0.7,3.3,4.0,0.7,0.0,1.0,1.0,3.3,6.0,4.4
276,264,Luke Kornet,BOS,6,0,10.2,1.2,2.3,.500,0.0,0.2,.000,1.0,1.0,1.000,1.3,1.5,2.8,1.0,0.3,1.0,0.3,1.5,3.3,4.4
277,265,Cedi Osman,CLE,7,0,17.7,2.3,5.1,.444,1.1,2.7,.421,1.0,1.6,.636,0.0,2.4,2.4,1.7,0.0,0.0,0.9,1.3,6.7,4.4
278,266,David Roddy,MEM,8,0,15.6,2.4,5.0,.475,1.0,2.6,.381,0.4,0.8,.500,0.6,1.3,1.9,0.5,0.3,0.3,0.3,1.0,6.1,4.4
279,267,Trendon Watford,POR,6,0,17.1,1.7,3.5,.476,0.0,0.7,.000,1.5,1.7,.900,0.5,2.5,3.0,2.3,1.0,0.0,1.3,2.5,4.8,4.4
280,268,Tim Hardaway Jr.,DAL,7,0,22.5,2.9,9.6,.299,2.0,7.0,.286,0.4,0.7,.600,0.3,1.7,2.0,2.4,1.0,0.0,1.1,1.1,8.1,4.3
281,269,Isaiah Livers,DET,7,0,20.1,1.7,5.1,.333,1.4,4.1,.345,1.3,1.9,.692,0.7,2.6,3.3,0.6,0.1,0.7,0.4,1.4,6.1,4.3
282,270,Ousmane Dieng,OKC,3,0,18.3,1.7,4.7,.357,0.7,3.0,.222,0.3,0.7,.500,0.7,2.0,2.7,2.7,0.0,0.0,0.3,0.3,4.3,4.1
283,271,Jalen Johnson,ATL,7,0,14.3,1.7,3.6,.480,0.1,1.0,.143,0.3,0.4,.667,0.4,3.3,3.7,0.7,1.3,0.3,0.7,1.1,3.9,4.1
284,272,Chimezie Metu,SAC,6,0,13.9,2.5,4.7,.536,0.2,1.3,.125,0.5,0.7,.750,0.5,2.3,2.8,0.8,0.5,0.0,1.0,1.0,5.7,4.1
285,273,Aaron Wiggins,OKC,5,1,16.7,1.8,3.8,.474,0.4,1.0,.400,0.8,1.0,.800,0.6,1.8,2.4,2.4,0.4,0.4,1.0,2.4,4.8,4.1
286,274,Gorgui Dieng,SAS,3,0,12.0,2.0,4.3,.462,1.7,3.7,.455,1.0,1.3,.750,0.7,1.3,2.0,1.3,0.3,0.7,2.3,1.3,6.7,4.0
287,275,Terrence Ross,ORL,5,0,24.6,3.4,8.2,.415,1.6,3.8,.421,0.4,0.6,.667,0.4,2.2,2.6,2.0,0.4,0.2,2.4,2.0,8.8,4.0
288,276,Landry Shamet,PHO,4,0,17.2,2.5,6.3,.400,1.3,3.8,.333,1.3,1.3,1.000,0.3,0.5,0.8,1.5,0.0,0.3,1.3,1.0,7.5,4.0
289,277,Jabari Smith Jr.,HOU,5,5,27.1,2.4,8.2,.293,1.0,4.6,.217,1.4,2.0,.700,2.0,5.2,7.2,0.8,0.6,0.6,1.4,3.4,7.2,4.0
290,278,Kevon Harris,ORL,4,0,15.8,1.5,4.5,.333,0.8,1.5,.500,1.5,1.8,.857,2.3,1.0,3.3,0.3,0.5,0.0,0.5,2.0,5.3,3.9
291,279,James Bouknight,CHO,8,0,18.7,2.4,6.3,.380,0.4,2.8,.136,0.9,1.3,.700,0.5,2.1,2.6,1.6,0.5,0.5,1.0,1.5,6.0,3.8
292,280,Jeff Green,DEN,6,0,20.3,2.8,5.0,.567,0.2,1.2,.143,0.7,1.0,.667,0.7,1.7,2.3,1.0,0.3,0.5,1.8,1.8,6.5,3.8
294,281,Trey Lyles,SAC,7,0,14.7,2.3,5.9,.390,1.7,4.4,.387,0.6,0.7,.800,0.6,1.6,2.1,0.9,0.0,0.3,1.1,0.9,6.9,3.8
295,282,Jordan McLaughlin,MIN,6,0,13.7,0.7,2.5,.267,0.0,1.2,.000,0.7,0.7,1.000,0.3,1.5,1.8,4.3,0.3,0.2,0.7,0.5,2.0,3.8
296,283,Davion Mitchell,SAC,7,1,19.1,2.6,5.6,.462,0.9,2.9,.300,0.3,0.4,.667,0.1,0.4,0.6,1.9,0.3,0.1,0.9,1.6,6.3,3.8
297,284,Jamal Cain,MIA,1,0,1.6,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.7
298,285,Alex Len,SAC,1,0,5.1,2.0,2.0,1.000,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7
299,286,Dyson Daniels,NOP,4,0,9.7,1.0,2.8,.364,0.8,1.8,.429,0.5,1.0,.500,0.8,3.5,4.3,0.8,0.3,0.5,0.5,0.3,3.3,3.6
300,287,George Hill,MIL,7,0,23.3,1.3,4.4,.290,0.3,1.7,.167,1.7,2.4,.706,0.3,1.6,1.9,2.6,0.6,0.3,1.0,0.9,4.6,3.6
