,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
258,247,Caris LeVert,SG,28,CLE,13,13,34.7,4.7,12.0,.391,1.9,4.5,.424,2.8,7.5,.371,.471,2.5,3.2,.780,1.2,3.5,4.8,5.3,0.8,0.2,2.1,2.6,13.8
259,248,Damian Lillard,PG,32,POR,9,9,35.9,8.2,17.9,.460,3.7,9.7,.379,4.6,8.2,.554,.562,7.8,9.0,.864,1.0,3.7,4.7,6.6,0.6,0.3,4.2,1.6,27.9
260,249,Nassir Little,PF,22,POR,14,0,15.1,2.4,4.5,.524,0.9,2.1,.433,1.4,2.4,.606,.627,0.6,1.0,.643,0.3,2.2,2.5,0.9,0.4,0.1,0.7,0.7,6.3
261,250,Isaiah Livers,PF,24,DET,13,0,19.2,1.8,4.9,.359,1.5,4.0,.365,0.3,0.9,.333,.508,0.9,1.2,.750,0.8,2.0,2.8,0.6,0.3,0.5,0.5,2.0,5.9
262,251,Kenneth Lofton Jr.,PF,20,MEM,3,0,4.7,1.3,3.0,.444,0.0,0.3,.000,1.3,2.7,.500,.444,0.3,1.0,.333,0.3,0.3,0.7,0.3,0.0,0.0,0.0,1.0,3.0
263,252,Kevon Looney,C,26,GSW,14,14,24.0,2.8,4.6,.609,0.0,0.0,,2.8,4.6,.609,.609,0.6,1.0,.643,2.3,4.6,6.9,3.2,0.4,0.5,0.5,3.1,6.2
264,253,Brook Lopez,C,34,MIL,13,13,31.5,5.8,12.2,.481,2.2,6.2,.346,3.7,5.9,.623,.570,1.6,2.0,.808,2.1,4.2,6.3,1.0,0.6,2.5,1.6,2.5,15.5
265,254,Robin Lopez,C,34,CLE,8,0,9.4,1.6,2.3,.722,0.0,0.0,,1.6,2.3,.722,.722,0.5,0.8,.667,0.9,0.8,1.6,0.4,0.0,0.3,0.5,0.9,3.8
266,255,Kevin Love,PF,34,CLE,13,1,21.2,3.7,8.7,.425,2.5,6.2,.407,1.2,2.5,.469,.571,2.2,2.6,.853,1.0,6.5,7.5,2.6,0.2,0.2,1.2,1.3,12.2
267,256,Kyle Lowry,PG,36,MIA,14,14,35.3,3.9,9.9,.399,2.1,6.2,.345,1.8,3.6,.490,.507,3.1,3.5,.898,0.6,4.1,4.7,5.8,1.1,0.4,2.2,2.6,13.1
268,257,Trey Lyles,PF,27,SAC,11,0,14.6,2.2,5.7,.381,1.5,4.3,.362,0.6,1.5,.438,.516,0.6,1.0,.636,0.6,2.0,2.6,0.9,0.4,0.5,1.1,1.2,6.5
269,258,Th?o Maledon,PG,21,CHO,14,0,14.1,1.7,3.1,.545,0.6,1.4,.400,1.1,1.7,.667,.636,0.8,0.9,.846,0.1,2.1,2.1,2.2,0.5,0.2,1.1,1.1,4.8
270,259,Sandro Mamukelashvili,C,23,MIL,5,0,5.0,0.6,2.0,.300,0.2,1.0,.200,0.4,1.0,.400,.350,0.0,0.0,,0.4,1.0,1.4,0.2,0.0,0.0,0.2,0.2,1.4
271,260,Terance Mann,SG,26,LAC,15,5,18.1,2.7,4.7,.586,0.3,1.5,.227,2.4,3.2,.750,.621,0.8,1.2,.667,0.5,2.5,3.0,1.5,0.5,0.3,0.8,1.7,6.6
273,261,Tre Mann,PG,21,OKC,13,4,24.1,4.2,10.5,.401,1.8,5.5,.333,2.4,5.0,.477,.489,0.8,1.2,.625,0.8,2.3,3.1,2.2,0.9,0.1,1.0,1.8,11.1
274,262,Boban Marjanovi?,C,34,HOU,6,0,3.2,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.5,0.8,.600,0.2,0.8,1.0,0.2,0.2,0.0,0.3,0.2,1.2
275,263,Lauri Markkanen,SF,25,UTA,16,16,32.8,7.9,15.2,.523,2.1,5.9,.347,5.9,9.3,.635,.591,3.3,4.0,.828,2.3,6.2,8.4,2.3,0.5,1.0,2.0,1.9,21.3
276,264,Naji Marshall,SF,25,NOP,14,4,20.1,2.5,5.9,.427,0.7,2.1,.345,1.8,3.8,.472,.488,1.0,1.4,.737,0.9,2.3,3.2,1.6,0.6,0.2,1.0,1.4,6.7
277,265,Caleb Martin,PF,27,MIA,13,13,29.0,3.5,7.8,.441,1.1,2.6,.412,2.4,5.2,.456,.510,0.6,0.8,.727,1.9,2.5,4.5,1.8,1.3,0.2,0.8,2.0,8.6
278,266,Cody Martin,SF,27,CHO,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,267,Kenyon Martin Jr.,SF,22,HOU,14,3,25.1,4.2,8.1,.518,1.1,3.5,.327,3.1,4.6,.662,.588,1.4,2.1,.667,1.3,3.7,5.0,1.6,0.4,0.6,1.2,2.1,11.0
280,268,Tyrese Martin,SG,23,ATL,6,0,2.5,0.5,0.8,.600,0.2,0.3,.500,0.3,0.5,.667,.700,0.0,0.0,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,1.2
281,269,Garrison Mathews,SG,26,HOU,13,0,11.8,1.1,3.2,.333,1.1,3.2,.341,0.0,0.1,.000,.500,0.6,0.6,1.000,0.1,0.8,0.8,0.4,0.3,0.1,0.4,1.2,3.8
282,270,Bennedict Mathurin,SG,20,IND,12,0,28.2,6.1,13.3,.456,2.8,6.3,.453,3.3,7.1,.459,.563,4.9,5.9,.831,1.3,2.7,3.9,2.3,0.4,0.1,2.4,2.3,19.9
283,271,Wesley Matthews,SG,36,MIL,13,0,16.3,1.1,3.7,.292,0.8,2.8,.297,0.2,0.8,.273,.406,0.4,0.5,.833,1.0,1.3,2.3,0.6,0.7,0.3,0.5,1.7,3.4
284,272,Tyrese Maxey,SG,22,PHI,14,14,37.5,8.4,18.6,.448,2.9,7.0,.408,5.5,11.6,.472,.525,3.2,4.3,.750,0.4,3.0,3.4,4.4,1.1,0.2,2.1,2.5,22.8
285,273,Miles McBride,PG,22,NYK,4,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.5,.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0
286,274,CJ McCollum,SG,31,NOP,14,14,36.0,7.4,18.6,.398,2.2,7.1,.313,5.2,11.6,.451,.458,1.6,2.1,.767,1.0,4.3,5.3,6.5,1.3,0.6,2.1,1.9,18.7
287,275,T.J. McConnell,PG,30,IND,11,0,15.9,1.8,4.8,.377,0.0,0.2,.000,1.8,4.6,.392,.377,0.2,0.3,.667,0.5,1.7,2.3,3.3,1.2,0.3,1.6,1.2,3.8
288,276,Jaden McDaniels,PF,22,MIN,14,14,29.6,4.4,7.8,.560,0.9,2.6,.361,3.4,5.2,.658,.619,1.6,2.1,.759,1.4,1.9,3.4,1.1,1.2,1.3,1.5,3.8,11.2
289,277,Jalen McDaniels,SF,25,CHO,15,1,26.3,3.7,8.3,.440,1.3,3.3,.400,2.3,5.0,.467,.520,1.2,1.4,.857,1.1,3.9,5.0,2.3,1.1,0.7,1.3,2.6,9.9
290,278,Doug McDermott,SF,31,SAS,15,0,20.9,3.5,8.1,.430,1.9,4.9,.397,1.5,3.2,.479,.550,0.7,1.0,.667,0.3,1.7,1.9,1.2,0.1,0.2,1.1,1.6,9.5
291,279,JaVale McGee,C,35,DAL,10,7,9.4,1.6,3.2,.500,0.0,0.0,,1.6,3.2,.500,.500,1.0,1.7,.588,1.1,1.9,3.0,0.2,0.3,0.5,1.1,1.0,4.2
292,280,Bryce McGowens,SG,20,CHO,5,0,6.0,1.0,1.8,.556,0.2,0.6,.333,0.8,1.2,.667,.611,1.0,1.0,1.000,0.0,0.4,0.4,0.2,0.4,0.2,0.2,0.2,3.2
294,281,Rodney McGruder,SG,31,DET,5,0,4.2,0.2,1.4,.143,0.2,0.8,.250,0.0,0.6,.000,.214,0.4,0.4,1.000,0.4,0.4,0.8,0.2,0.0,0.0,0.0,0.2,1.0
295,282,Jordan McLaughlin,PG,26,MIN,12,0,15.6,1.3,3.3,.375,0.2,1.6,.105,1.1,1.8,.619,.400,0.5,0.5,1.000,0.3,1.7,2.0,3.8,0.5,0.1,0.7,0.5,3.2
296,283,De'Anthony Melton,PG,24,PHI,12,5,24.4,3.5,8.1,.433,1.3,4.0,.333,2.2,4.1,.531,.515,0.4,0.6,.714,1.2,3.1,4.3,2.7,1.6,0.5,0.9,1.6,8.8
297,284,Chimezie Metu,C,25,SAC,9,0,12.0,1.9,3.9,.486,0.1,1.2,.091,1.8,2.7,.667,.500,0.6,0.7,.833,0.3,2.3,2.7,0.9,0.4,0.1,0.7,1.0,4.4
298,285,Patty Mills,PG,34,BRK,15,0,12.3,1.7,4.1,.410,1.3,3.2,.396,0.4,0.9,.462,.566,0.7,0.7,1.000,0.3,0.6,0.9,0.9,0.2,0.1,0.2,0.5,5.3
299,286,Shake Milton,SG,26,PHI,10,0,12.4,1.7,3.7,.459,0.1,0.7,.143,1.6,3.0,.533,.473,0.4,0.6,.667,0.5,1.5,2.0,1.4,0.0,0.2,1.2,1.4,3.9
300,287,Davion Mitchell,PG,24,SAC,13,1,18.6,2.8,5.8,.474,1.0,2.9,.342,1.8,2.9,.605,.559,0.3,0.5,.667,0.1,1.2,1.2,1.8,0.5,0.1,1.3,1.7,6.8
301,288,Donovan Mitchell,SG,26,CLE,11,11,39.1,11.2,21.8,.513,4.2,9.6,.434,7.0,12.2,.575,.608,5.1,5.8,.875,1.0,3.7,4.7,6.1,1.4,0.6,3.4,2.9,31.6
302,289,Evan Mobley,PF,21,CLE,13,13,33.9,6.0,10.8,.553,0.2,0.8,.182,5.8,10.0,.585,.560,2.6,3.7,.708,2.4,5.2,7.5,2.2,0.9,1.4,2.4,3.1,14.8
303,290,Isaiah Mobley,PF,23,CLE,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
304,291,Chima Moneke,SF,27,SAC,1,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,2.0,.000,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
305,292,Malik Monk,SG,24,SAC,13,0,21.5,4.0,9.3,.430,1.9,5.2,.368,2.1,4.1,.509,.533,2.2,2.3,.933,0.5,1.8,2.3,4.4,0.4,0.3,1.7,1.7,12.1
306,293,Moses Moody,SG,20,GSW,12,1,17.7,2.2,5.3,.413,1.2,3.3,.359,1.0,2.0,.500,.524,1.1,1.3,.813,0.4,1.8,2.2,0.8,0.5,0.4,1.3,1.1,6.6
307,294,Wendell Moore Jr.,SG,21,MIN,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
308,295,Ja Morant,PG,23,MEM,13,13,33.2,10.3,21.5,.480,2.1,5.2,.403,8.2,16.3,.505,.529,6.6,8.5,.782,1.2,4.9,6.2,6.8,1.2,0.3,3.9,1.8,29.3
309,296,Marcus Morris,PF,33,LAC,13,13,31.3,6.0,11.7,.513,2.2,5.5,.403,3.8,6.2,.613,.609,0.8,0.8,.909,0.5,5.2,5.7,2.3,0.9,0.3,1.0,2.5,15.0
310,297,Markieff Morris,PF,33,BRK,8,0,9.6,0.9,2.8,.318,0.8,1.9,.400,0.1,0.9,.143,.455,0.0,0.0,,0.3,1.8,2.0,1.1,0.3,0.3,0.9,1.3,2.5
311,298,Monte Morris,PG,27,WAS,14,14,27.6,3.4,8.1,.416,0.9,2.8,.333,2.4,5.3,.459,.473,1.1,1.5,.714,0.5,3.4,3.9,5.1,0.7,0.3,0.9,1.1,8.7
312,299,Trey Murphy III,SF,22,NOP,14,5,28.4,3.9,8.4,.466,2.2,5.5,.403,1.7,2.9,.585,.597,1.5,1.6,.955,1.2,3.1,4.3,1.4,0.9,0.4,0.7,1.8,11.6
313,300,Dejounte Murray,SG,26,ATL,14,14,36.6,8.6,19.1,.453,1.9,5.8,.321,6.8,13.3,.511,.502,2.4,2.7,.868,0.9,5.6,6.4,7.8,2.1,0.4,2.3,1.8,21.5
315,301,Jamal Murray,PG,25,DEN,12,12,28.7,6.5,14.8,.438,1.6,4.6,.345,4.9,10.3,.480,.492,1.6,2.2,.731,0.7,2.8,3.5,4.3,1.0,0.0,2.1,0.8,16.2
316,302,Keegan Murray,SF,22,SAC,12,10,30.3,4.6,10.2,.451,2.3,6.0,.375,2.3,4.2,.560,.561,0.6,0.8,.778,0.7,3.0,3.7,1.1,1.0,0.8,1.6,2.3,12.0
317,303,Mike Muscala,C,31,OKC,11,1,13.8,2.5,5.6,.435,1.2,3.6,.325,1.3,2.0,.636,.540,1.0,1.3,.786,0.6,3.5,4.2,0.7,0.0,0.5,0.5,1.7,7.1
318,304,Svi Mykhailiuk,SF,25,NYK,3,0,2.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.3,.000,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.0,3.0
319,305,Larry Nance Jr.,PF,30,NOP,13,0,23.8,4.5,6.5,.682,0.4,0.7,.556,4.1,5.8,.697,.712,0.8,1.1,.714,1.8,4.0,5.8,2.2,0.8,0.6,1.1,2.2,10.1
320,306,Andrew Nembhard,SG,23,IND,11,3,20.1,2.5,5.8,.422,1.3,3.2,.400,1.2,2.6,.448,.531,0.5,0.5,1.000,0.4,1.9,2.3,3.4,0.7,0.1,1.1,2.2,6.6
321,307,Aaron Nesmith,SF,23,IND,8,4,21.1,2.8,6.6,.415,1.1,3.5,.321,1.6,3.1,.520,.500,1.1,1.4,.818,0.4,2.9,3.3,1.8,0.3,0.9,1.1,2.8,7.8
322,308,Raul Neto,PG,30,CLE,8,0,11.4,1.3,3.1,.400,0.4,1.1,.333,0.9,2.0,.438,.460,0.8,0.8,1.000,0.3,1.3,1.5,1.6,0.5,0.0,0.5,0.8,3.6
323,309,Georges Niang,PF,29,PHI,14,0,18.1,2.9,6.1,.471,2.1,4.8,.448,0.7,1.3,.556,.647,0.5,0.5,1.000,0.2,1.6,1.9,0.7,0.4,0.4,0.7,1.8,8.4
324,310,Daishen Nix,PG,20,HOU,12,0,13.9,1.2,3.1,.378,0.9,2.1,.440,0.3,1.0,.250,.527,0.3,0.3,.750,0.3,1.1,1.3,2.3,0.8,0.1,1.4,0.8,3.5
325,311,Zeke Nnaji,PF,22,DEN,8,0,3.9,0.9,1.6,.538,0.0,0.4,.000,0.9,1.3,.700,.538,0.3,0.3,1.000,0.5,0.4,0.9,0.0,0.3,0.0,0.3,1.1,2.0
326,312,Nerlens Noel,C,28,DET,4,0,13.5,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.8,1.0,.750,0.5,3.3,3.8,0.8,0.8,0.3,0.8,1.3,2.8
327,313,Jaylen Nowell,SG,23,MIN,14,0,18.1,4.3,10.3,.417,1.2,3.9,.309,3.1,6.4,.483,.476,1.1,1.4,.789,0.6,2.2,2.8,2.3,0.5,0.1,0.9,1.5,10.9
328,314,Frank Ntilikina,PG,24,DAL,1,0,4.0,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
329,315,Kendrick Nunn,PG,27,LAL,11,2,13.5,1.9,6.2,.309,0.7,3.2,.229,1.2,3.0,.394,.368,0.2,0.3,.667,0.1,1.4,1.5,1.3,0.2,0.1,1.4,0.9,4.7
330,316,Jusuf Nurki?,C,28,POR,11,11,28.2,4.7,9.6,.491,0.5,1.0,.545,4.2,8.6,.484,.519,2.6,3.1,.853,3.0,7.6,10.6,2.4,0.8,0.7,2.4,3.0,12.6
331,317,Jordan Nwora,SF,24,MIL,13,1,18.2,2.0,6.6,.302,1.0,3.3,.302,1.0,3.3,.302,.378,1.2,1.2,1.000,0.8,3.3,4.2,1.0,0.3,0.1,0.8,1.2,6.2
332,318,Royce O'Neale,SF,29,BRK,15,15,35.5,3.4,9.2,.370,2.3,5.7,.412,1.1,3.5,.302,.496,0.7,0.9,.714,1.1,3.4,4.5,3.9,1.3,0.6,1.3,3.3,9.8
333,319,Chuma Okeke,PF,24,ORL,14,3,21.0,2.0,4.9,.412,1.1,3.3,.348,0.9,1.6,.545,.529,0.9,1.2,.765,1.4,2.9,4.4,1.6,0.4,0.5,0.6,1.8,6.1
334,320,Josh Okogie,SG,24,PHO,12,0,5.3,0.3,1.2,.286,0.0,0.6,.000,0.3,0.6,.571,.286,0.3,0.5,.667,0.3,0.9,1.2,0.1,0.3,0.2,0.4,0.7,1.0
336,321,Onyeka Okongwu,C,22,ATL,13,0,19.8,3.7,5.5,.667,0.0,0.1,.000,3.7,5.5,.676,.667,0.8,1.2,.667,1.8,3.8,5.6,1.0,0.5,0.8,0.6,3.3,8.2
337,322,Isaac Okoro,SG,22,CLE,13,3,15.8,0.9,2.8,.333,0.1,1.1,.071,0.8,1.7,.500,.347,0.7,0.9,.750,0.4,1.1,1.5,0.4,0.5,0.1,0.8,2.0,2.6
338,323,KZ Okpala,PF,23,SAC,7,3,7.3,0.3,0.9,.333,0.1,0.6,.250,0.1,0.3,.500,.417,0.6,0.6,1.000,0.3,0.6,0.9,0.3,0.0,0.0,0.0,0.9,1.3
339,324,Kelly Olynyk,PF,31,UTA,16,16,26.9,4.5,8.3,.545,1.6,3.2,.490,2.9,5.1,.580,.640,2.6,3.3,.792,1.3,3.5,4.8,3.1,1.3,0.4,2.6,4.4,13.2
340,325,Eugene Omoruyi,SF,25,OKC,6,0,11.5,2.5,4.3,.577,1.0,1.8,.545,1.5,2.5,.600,.692,1.2,1.8,.636,0.8,1.2,2.0,0.3,0.2,0.0,0.7,2.8,7.2
341,326,Cedi Osman,SF,27,CLE,13,0,21.4,3.1,7.0,.440,1.5,3.8,.388,1.6,3.2,.500,.544,1.3,1.8,.708,0.2,2.2,2.4,1.8,0.1,0.1,0.8,2.2,8.9
342,327,Kelly Oubre Jr.,SF,27,CHO,15,15,30.8,6.7,16.3,.410,2.5,7.7,.330,4.1,8.6,.481,.488,2.5,3.5,.698,1.1,3.7,4.8,1.2,1.5,0.3,1.2,3.1,18.3
343,328,Chris Paul,PG,37,PHO,10,10,30.2,2.8,7.6,.368,0.9,3.3,.273,1.9,4.3,.442,.428,3.0,3.4,.882,0.5,4.0,4.5,9.4,1.7,0.2,1.5,2.3,9.5
344,329,Cameron Payne,PG,28,PHO,11,3,21.8,4.5,10.9,.417,1.8,4.7,.385,2.7,6.2,.441,.500,0.9,1.1,.833,0.3,2.3,2.5,3.8,1.0,0.1,1.9,1.7,11.8
345,330,Theo Pinson,SG,27,DAL,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,1.0,1.000,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0
346,331,Scotty Pippen Jr.,PG,22,LAL,2,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.5,2.0,.750,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,1.5
347,332,Mason Plumlee,C,32,CHO,15,15,26.6,3.7,5.9,.636,0.0,0.0,,3.7,5.9,.636,.636,2.2,3.7,.589,2.9,5.9,8.9,4.1,0.6,0.5,1.9,3.4,9.7
348,333,Jakob Poeltl,C,27,SAS,15,15,28.8,5.9,9.0,.659,0.0,0.0,,5.9,9.0,.659,.659,1.5,3.2,.479,3.9,6.2,10.1,3.7,0.9,1.2,2.5,2.2,13.4
349,334,Aleksej Pokusevski,PF,21,OKC,12,8,24.4,4.0,8.7,.462,1.3,3.6,.372,2.7,5.1,.525,.538,0.6,1.1,.538,1.8,4.2,5.9,1.8,0.8,1.7,1.7,1.8,9.9
350,335,Jordan Poole,SG,23,GSW,14,3,28.6,5.8,13.2,.438,2.4,7.0,.347,3.4,6.2,.540,.530,3.1,3.7,.827,0.2,1.6,1.8,4.3,1.2,0.1,3.0,2.4,17.1
351,336,Kevin Porter Jr.,PG,22,HOU,14,14,34.8,6.6,16.1,.409,1.8,5.5,.325,4.8,10.6,.453,.464,4.3,5.9,.732,1.5,4.3,5.8,5.6,1.4,0.3,3.9,3.0,19.2
352,337,Michael Porter Jr.,SF,24,DEN,12,12,29.1,6.5,13.1,.497,3.6,7.4,.483,2.9,5.7,.515,.634,1.4,1.7,.850,1.3,5.1,6.4,1.3,0.7,0.3,1.0,2.9,18.0
353,338,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,.500,0.8,2.1,.353,1.1,1.6,.692,.600,1.0,1.0,1.000,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5
354,339,Bobby Portis,PF,27,MIL,13,3,26.5,5.4,12.2,.443,1.2,3.9,.314,4.2,8.2,.505,.494,1.4,1.8,.783,2.8,8.2,10.9,2.0,0.4,0.2,1.1,1.5,13.4
355,340,Kristaps Porzi??is,PF,27,WAS,13,13,31.0,7.1,14.5,.489,2.2,5.8,.387,4.8,8.7,.558,.566,4.2,5.2,.806,2.2,5.9,8.2,2.4,0.8,1.4,1.8,3.3,20.5
357,341,Micah Potter,PF,24,UTA,2,0,6.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,0.0,0.0,1.0,2.0
358,342,Dwight Powell,C,31,DAL,10,6,18.8,2.4,3.9,.615,0.0,0.1,.000,2.4,3.8,.632,.615,1.2,1.6,.750,1.7,1.9,3.6,0.7,0.7,0.4,0.7,2.3,6.0
359,343,Norman Powell,SG,29,LAC,15,5,24.7,4.1,9.9,.416,1.1,3.8,.281,3.1,6.1,.500,.470,2.5,3.1,.787,0.3,2.3,2.7,1.4,0.9,0.3,1.9,1.9,11.8
360,344,Jason Preston,PG,23,LAC,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,345,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,.346,0.8,3.0,.250,1.5,3.5,.429,.404,1.8,2.3,.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0
362,346,Taurean Prince,SF,28,MIN,14,0,19.9,2.9,5.9,.500,1.4,3.2,.422,1.6,2.6,.595,.616,1.1,1.2,.941,0.4,2.1,2.6,1.1,0.3,0.2,0.9,2.5,8.4
363,347,Payton Pritchard,PG,25,BOS,7,0,10.6,2.1,4.7,.455,0.7,2.1,.333,1.4,2.6,.556,.530,0.3,0.6,.500,1.1,1.0,2.1,1.1,0.4,0.0,1.3,0.4,5.3
364,348,Immanuel Quickley,PG,23,NYK,14,0,21.7,3.1,8.3,.379,1.2,4.0,.304,1.9,4.3,.450,.453,1.6,1.9,.815,0.6,4.2,4.8,3.1,1.4,0.1,1.3,2.0,9.1
365,349,Julius Randle,PF,28,NYK,14,14,33.3,6.8,14.8,.459,1.9,5.8,.333,4.9,9.0,.540,.524,4.9,6.4,.767,2.4,6.4,8.8,3.2,0.6,0.3,3.1,3.5,20.4
366,350,Austin Reaves,SG,24,LAL,13,4,26.9,2.6,5.5,.479,1.0,2.8,.361,1.6,2.7,.600,.570,2.2,2.5,.879,0.7,2.5,3.2,1.6,0.5,0.3,1.1,1.2,8.5
367,351,Cam Reddish,SF,23,NYK,14,6,22.1,3.4,7.6,.453,1.1,3.1,.341,2.4,4.4,.532,.524,1.1,1.3,.889,0.3,1.5,1.8,1.1,0.7,0.5,0.8,1.6,9.1
368,352,Davon Reed,SG,27,DEN,9,0,5.8,0.6,1.7,.333,0.4,0.8,.571,0.1,0.9,.125,.467,0.1,0.2,.500,0.0,0.4,0.4,0.1,0.3,0.0,0.9,0.6,1.7
369,353,Paul Reed,C,23,PHI,11,0,7.2,0.3,1.2,.231,0.0,0.2,.000,0.3,1.0,.273,.231,0.0,0.0,,0.5,1.2,1.6,0.1,1.0,0.5,0.3,1.8,0.5
370,354,Naz Reid,C,23,MIN,9,0,13.1,3.4,5.9,.585,0.7,2.2,.300,2.8,3.7,.758,.642,0.9,1.3,.667,0.7,2.0,2.7,0.3,0.4,0.8,0.8,1.9,8.4
371,355,Nick Richards,C,25,CHO,15,0,19.1,3.7,5.7,.647,0.0,0.0,,3.7,5.7,.647,.647,2.5,3.3,.740,2.8,3.1,5.9,0.8,0.1,0.8,0.8,2.2,9.8
372,356,Josh Richardson,SG,29,SAS,14,2,23.4,3.5,8.7,.402,1.8,5.0,.357,1.7,3.7,.462,.504,1.9,2.2,.839,0.3,2.0,2.3,3.1,0.6,0.1,1.9,2.0,10.6
373,357,Austin Rivers,SG,30,MIN,7,0,6.3,0.3,1.3,.222,0.1,0.7,.200,0.1,0.6,.250,.278,0.6,0.6,1.000,0.0,0.6,0.6,0.3,0.0,0.1,0.1,0.1,1.3
374,358,Duncan Robinson,SF,28,MIA,14,0,17.6,2.3,6.5,.352,1.5,4.9,.309,0.8,1.6,.478,.467,0.6,0.7,.900,0.2,2.0,2.2,1.3,0.1,0.0,0.5,1.7,6.7
375,359,Mitchell Robinson,C,24,NYK,8,8,21.8,2.9,4.1,.697,0.0,0.0,,2.9,4.1,.697,.697,0.8,1.8,.429,3.5,2.9,6.4,1.0,0.4,2.3,0.6,3.6,6.5
376,360,Jeremiah Robinson-Earl,PF,22,OKC,13,10,17.9,3.1,6.0,.513,1.3,3.0,.436,1.8,3.0,.590,.622,0.5,0.8,.636,1.2,2.8,4.0,0.7,0.8,0.3,0.5,2.1,8.0
378,361,Isaiah Roby,PF,24,SAS,10,0,10.2,1.4,3.4,.412,0.3,1.2,.250,1.1,2.2,.500,.456,0.4,1.1,.364,0.4,1.7,2.1,1.2,0.5,0.3,0.4,0.8,3.5
379,362,David Roddy,PF,21,MEM,15,0,17.7,2.1,5.7,.372,0.8,3.1,.261,1.3,2.7,.500,.442,0.5,0.7,.700,0.8,1.8,2.6,0.7,0.5,0.3,0.5,1.5,5.5
380,363,Ryan Rollins,PG,20,GSW,5,0,4.2,0.8,1.6,.500,0.4,0.6,.667,0.4,1.0,.400,.625,0.4,0.4,1.000,0.0,0.6,0.6,0.4,0.0,0.0,1.4,1.2,2.4
381,364,Derrick Rose,PG,34,NYK,14,0,13.3,2.4,6.2,.391,0.9,2.5,.343,1.6,3.7,.423,.460,0.5,0.5,1.000,0.3,1.5,1.8,2.2,0.4,0.1,1.1,0.6,6.2
382,365,Terrence Ross,SG,31,ORL,13,8,26.4,3.7,8.3,.444,1.8,4.3,.411,1.9,4.0,.481,.551,0.5,0.7,.667,0.5,2.2,2.7,1.5,0.6,0.2,1.2,2.2,9.6
383,366,Terry Rozier,PG,28,CHO,8,8,35.8,8.0,20.9,.383,3.3,9.8,.333,4.8,11.1,.427,.461,2.0,2.4,.842,1.5,3.6,5.1,5.1,0.6,0.4,2.3,1.4,21.3
384,367,D'Angelo Russell,PG,26,MIN,14,14,30.1,5.1,12.5,.411,1.9,5.9,.329,3.2,6.6,.484,.489,2.2,3.0,.738,0.8,2.6,3.4,6.2,1.3,0.6,3.0,2.0,14.4
385,368,Matt Ryan,SF,25,LAL,10,0,12.2,1.5,4.4,.341,1.3,3.1,.419,0.2,1.3,.154,.489,0.4,0.5,.800,0.2,1.1,1.3,0.3,0.2,0.0,0.3,1.4,4.7
386,369,Domantas Sabonis,PF,26,SAC,13,13,31.7,6.5,11.2,.575,0.2,1.1,.214,6.2,10.2,.614,.586,4.7,6.5,.726,2.5,8.5,11.0,6.3,0.9,0.5,2.3,3.9,17.8
